System,SysCenterName,TARGETID_A,CoordUqName_A,RA_A,DEC_A,RA_A_sexa,DEC_A_sexa,Z_A,ZERR_A,ZWARN_A,mag_g_A,mag_r_A,mag_z_A,mag_W1_A,mag_W2_A,flux_g_A,flux_r_A,flux_z_A,flux_W1_A,flux_W2_A,flux_ivar_g_A,flux_ivar_r_A,flux_ivar_z_A,flux_ivar_W1_A,flux_ivar_W2_A,MORPHTYPE_A,SPECTYPE_A,LASTNIGHT_A,TARGETID_B,CoordUqName_B,RA_B,DEC_B,RA_B_sexa,DEC_B_sexa,Z_B,ZERR_B,ZWARN_B,mag_g_B,mag_r_B,mag_z_B,mag_W1_B,mag_W2_B,flux_g_B,flux_r_B,flux_z_B,flux_W1_B,flux_W2_B,flux_ivar_g_B,flux_ivar_r_B,flux_ivar_z_B,flux_ivar_W1_B,flux_ivar_W2_B,MORPHTYPE_B,SPECTYPE_B,LASTNIGHT_B,sep_AB,110kpc_seplim_zA,110kpc_seplim_zB,delta_vr,rp_zA,rp_zB,match_type,match_cite,visual_class
J1335+0118,J133534.824+011804.924,39627818346220224,J133535+011806,203.89495,1.30154,13 35 34.788,+01 18 05.532,1.55324,0.00011,0,18.23,17.941,17.763,17.253,16.519,51.052,66.615,78.479,125.57,246.771,186.473,103.849,46.602,1.29,0.302,PSF,QSO,20220209,39627818346220227,J133535+011804,203.89525,1.3012,13 35 34.860,+01 18 04.317,1.55404,0.00017,0,19.419,19.045,18.696,18.016,17.767,17.071,24.099,33.241,62.167,78.212,336.441,178.311,61.882,1.346,0.317,PSF,QSO,20220228,1.624,12.987,12.987,94.217,13.752,13.753,Lensed Quasar,SLED,QPC
J1335+3546,J133555.506+354633.039,39632995983819176,J133555+354634,203.98089,35.77622,13 35 55.414,+35 46 34.406,1.98228,0.00033,0,19.359,19.375,19.324,19.041,18.555,18.052,17.787,18.63,24.185,37.836,171.052,146.298,220.809,3.408,0.824,PSF,QSO,20220402,39632995983819187,J133556+354632,203.98166,35.77546,13 35 55.598,+35 46 31.671,1.97862,0.00068,0,21.38,21.292,21.129,20.528,21.221,2.806,3.042,3.535,6.151,3.249,366.368,256.651,338.694,3.629,0.874,PSF,QSO,20220421,3.533,13.128,13.126,367.596,29.6,29.606,New Discovery,,QP
J1336+0308,J133615.110+030823.370,39627866664600277,J133615+030825,204.06291,3.14026,13 36 15.100,+03 08 24.935,0.94858,7e-05,0,19.659,19.47,19.322,17.887,17.695,13.692,16.3,18.672,70.007,83.536,645.353,331.404,110.978,1.757,0.467,PSF,QSO,20220208,39627866664600284,J133615+030822,204.06301,3.13939,13 36 15.121,+03 08 21.804,0.94836,0.00021,0,20.594,20.435,20.113,18.193,18.044,5.787,6.7,9.01,52.828,60.566,962.783,458.004,123.218,1.788,0.478,PSF,QSO,20220403,3.148,13.917,13.918,34.037,24.88,24.879,Lensed Quasar Candidate,NED,QP
J1337+0506,J133726.392+050655.300,39627908867687137,J133727+050652,204.36137,5.1144,13 37 26.730,+05 06 51.834,1.51221,0.00041,0,21.489,21.15,21.159,19.503,19.181,2.537,3.467,3.438,15.804,21.263,714.075,250.036,94.236,3.119,0.68,PSF,QSO,20220506,39627908867687085,J133726+050659,204.35856,5.11632,13 37 26.054,+05 06 58.765,1.51428,0.00138,0,22.746,22.082,21.771,19.839,19.49,0.797,1.469,1.957,11.595,15.999,861.384,284.261,96.155,3.233,0.691,PSF,QSO,20220530,12.247,12.995,12.994,246.172,103.67,103.674,New Discovery,,QP
J1337+0300,J133741.828+030029.886,39627860633194050,J133742+030026,204.4233,3.00725,13 37 41.591,+03 00 26.107,1.56309,0.00017,0,20.271,19.665,19.7,19.277,18.539,7.792,13.612,13.185,19.465,38.405,673.366,228.014,102.808,2.784,0.598,PSF,QSO,20220208,39627860633194079,J133742+030034,204.42527,3.00935,13 37 42.065,+03 00 33.665,1.56552,0.00043,0,20.104,19.945,19.833,18.908,18.25,9.088,10.522,11.661,27.343,50.096,627.38,253.062,104.353,2.673,0.578,PSF,QSO,20220406,10.369,12.986,12.985,284.278,87.835,87.837,New Discovery,,QP
J1337+3204,J133752.123+320455.169,39628522578248612,J133752+320455,204.46717,32.08186,13 37 52.122,+32 04 54.691,1.30981,0.00045,0,23.472,25.453,25.491,,,0.409,0.066,0.064,-2.756,-3.443,1253.027,525.583,103.839,3.542,0.791,PSF,QSO,20210404,39628522578248613,J133752+320456,204.46718,32.08212,13 37 52.124,+32 04 55.647,1.31071,0.00062,0,21.074,20.765,20.784,19.268,18.626,3.719,4.945,4.858,19.618,35.462,1044.25,386.466,101.663,3.508,0.786,PSF,QSO,20210516,0.956,13.12,13.119,116.732,8.016,8.017,New Discovery,,Contaminant
J1338+3342,J133804.442+334234.762,39632956200848528,J133805+334232,204.5193,33.709,13 38 04.631,+33 42 32.396,2.37995,0.00104,0,21.823,21.354,21.339,20.044,20.557,1.866,2.873,2.913,9.599,5.985,509.712,219.275,113.129,4.007,0.966,PSF,QSO,20220326,39632956200848507,J133804+334237,204.51772,33.71031,13 38 04.254,+33 42 37.127,2.38509,0.00173,0,22.123,21.885,21.39,19.519,19.452,1.415,1.761,2.781,15.574,16.563,531.798,233.231,112.863,3.84,0.945,PSF,QSO,20220428,6.676,13.491,13.497,454.944,54.434,54.411,New Discovery,,QP
J1338+0011,J133831.749+001101.078,39627794199612283,J133832+001106,204.63319,0.18497,13 38 31.965,+00 11 05.899,2.29434,0.00037,0,20.926,20.905,20.561,20.588,19.986,4.264,4.344,5.965,5.821,10.125,842.325,450.508,131.215,3.312,0.688,PSF,QSO,20220204,39627794199612256,J133832+001056,204.63139,0.18229,13 38 31.533,+00 10 56.257,2.3028,0.00026,0,20.914,21.064,20.655,19.978,19.507,4.308,3.755,5.471,10.203,15.748,832.927,462.322,132.041,3.107,0.669,PSF,QSO,20220208,11.616,13.4,13.409,768.962,95.353,95.292,QUASAR PAIR,NED,QP
J1338-0447,J133855.746-044719.109,39627673470767661,J133856-044719,204.73305,-4.7886,13 38 55.933,-04 47 18.947,1.95326,0.00049,0,23.271,22.948,22.195,20.047,20.018,0.492,0.662,1.324,9.574,9.835,1766.622,651.941,197.048,2.538,0.566,PSF,QSO,20210603,39627673470767619,J133856-044719,204.73149,-4.78869,13 38 55.559,-04 47 19.271,1.95342,0.00013,0,18.068,18.068,17.945,17.954,17.285,59.245,59.249,66.365,65.85,121.86,237.285,151.673,96.389,1.88,0.436,PSF,QSO,20220425,5.601,13.109,13.109,16.845,46.998,46.998,New Discovery,,QP
J1339+3747,J133904.292+374740.055,39633034793716363,J133904+374742,204.76713,37.7951,13 39 04.111,+37 47 42.361,2.18459,0.00035,0,21.048,21.031,20.817,20.389,19.523,3.808,3.868,4.713,6.992,15.513,386.394,316.649,239.738,3.998,0.913,PSF,QSO,20220126,39633034793716390,J133904+374738,204.76864,37.79382,13 39 04.474,+37 47 37.749,2.19313,0.00042,0,21.038,20.928,20.596,19.937,19.357,3.845,4.252,5.773,10.593,18.076,385.31,307.916,230.214,3.932,0.914,PSF,QSO,20220421,6.307,13.293,13.301,802.391,52.191,52.16,New Discovery,,QP
J1339+3451,J133909.661+345136.112,39632976220260724,J133910+345140,204.79051,34.86124,13 39 09.721,+34 51 40.475,1.55646,0.00059,4,20.903,20.536,20.407,18.657,18.143,4.355,6.104,6.875,34.442,55.325,405.506,119.83,183.986,3.305,0.79,PSF,QSO,20220402,39632976220260715,J133910+345132,204.79,34.85882,13 39 09.600,+34 51 31.749,1.55444,0.00034,0,19.166,19.068,18.906,18.71,18.277,21.564,23.596,27.403,32.825,48.91,162.914,69.558,120.063,3.308,0.804,PSF,QSO,20220428,8.853,12.986,12.987,237.086,74.986,74.985,New Discovery,,QP
J1340-0128,J134031.481-012850.636,39627751929416345,J134032-012853,205.13178,-1.4814,13 40 31.626,-01 28 53.048,0.55236,2e-05,0,19.099,19.067,19.007,17.34,17.058,22.937,23.621,24.95,115.925,150.248,359.286,210.952,41.532,1.541,0.405,PSF,QSO,20220204,39627751929416315,J134031-012848,205.13057,-1.48006,13 40 31.336,-01 28 48.224,0.55247,1e-05,0,21.573,20.916,20.158,18.087,17.615,2.348,4.3,8.645,58.263,89.95,1061.967,428.425,48.475,1.954,0.465,PSF,GALAXY,20220208,6.495,17.12,17.118,21.823,41.73,41.734,New Discovery,,QP
J1340-0134,J134050.490-013449.805,39627751929417940,J134050-013449,205.21037,-1.58034,13 40 50.488,-01 34 49.209,0.7444,2e-05,0,19.79,19.555,19.177,17.852,17.422,12.131,15.068,21.347,72.325,107.41,350.285,263.229,55.966,1.928,0.46,PSF,QSO,20220204,39627751929417941,J134050-013450,205.21039,-1.58067,13 40 50.492,-01 34 50.401,0.74471,5e-05,0,23.436,23.039,22.256,,,0.422,0.609,1.252,-4.678,-8.346,470.108,258.655,33.976,1.937,0.457,REX,QSO,20220228,1.194,15.032,15.03,52.43,8.737,8.738,New Discovery,,Contaminant
J1342+0505,J134206.589+050523.337,39627908884467765,J134207+050523,205.52754,5.08966,13 42 06.609,+05 05 22.759,0.26722,2e-05,0,19.113,18.379,17.604,17.204,17.421,22.636,44.497,90.868,131.315,107.554,113.363,37.226,14.715,0.302,0.077,SER,QSO,20210603,39627908884467762,J134207+050524,205.52737,5.08998,13 42 06.569,+05 05 23.916,0.26648,1e-05,0,17.246,17.15,17.123,14.716,14.096,126.369,138.092,141.512,1299.059,2299.515,86.258,47.32,41.467,0.283,0.072,PSF,QSO,20220423,1.306,26.8,26.853,173.342,5.362,5.352,New Discovery,,QPC
J1342-0617,J134237.713-061734.731,39627637382971802,J134237-061738,205.65624,-6.29401,13 42 37.498,-06 17 38.445,1.69271,0.0006,0,20.721,20.634,20.476,19.203,18.543,5.148,5.577,6.451,20.828,38.254,1056.364,594.393,131.856,2.539,0.558,PSF,QSO,20210531,39627637382971858,J134238-061731,205.65803,-6.29195,13 42 37.928,-06 17 31.016,1.70054,0.0005,0,19.639,19.548,19.476,18.814,18.172,13.942,15.164,16.201,29.815,53.875,641.914,391.747,116.776,2.464,0.539,PSF,QSO,20220505,9.807,12.992,12.994,870.5,83.03,83.019,New Discovery,,QP
J1342+0456,J134251.846+045625.111,39627908888660746,J134252+045621,205.7167,4.93923,13 42 52.009,+04 56 21.246,1.83654,0.00225,0,22.729,22.721,22.156,20.894,20.423,0.81,0.816,1.373,4.389,6.776,641.316,340.882,59.443,3.32,0.72,PSF,QSO,20220525,39627908888660716,J134252+045629,205.71534,4.94138,13 42 51.683,+04 56 28.976,1.84193,0.00249,0,22.441,22.376,21.933,20.514,20.255,1.056,1.121,1.685,6.228,7.91,632.386,333.047,59.443,3.345,0.705,PSF,QSO,20220530,9.137,13.042,13.045,568.656,77.062,77.046,New Discovery,,QP
J1343+0004,J134351.093+000434.970,39627788180788459,J134351+000435,205.963,0.07645,13 43 51.121,+00 04 35.234,0.07383,1e-05,0,19.057,18.137,17.588,17.958,18.843,23.838,55.626,92.211,65.555,29.021,39.764,17.375,4.971,0.691,0.219,REX,QSO,20220202,39627788180788456,J134351+000435,205.96277,0.07631,13 43 51.066,+00 04 34.706,0.07388,0.0,0,17.556,16.923,16.658,16.345,16.071,94.99,170.197,217.084,289.842,373.07,87.247,35.419,27.475,0.833,0.267,PSF,QSO,20220210,0.984,78.377,78.327,14.605,1.381,1.382,New Discovery,,Contaminant
J1344+0516,J134414.059+051619.633,39627914915877820,J134414+051624,206.05719,5.27327,13 44 13.726,+05 16 23.760,1.60563,0.00085,0,21.567,21.496,21.394,19.638,19.327,2.361,2.52,2.769,13.955,18.59,571.833,448.974,76.748,3.175,0.69,PSF,QSO,20220423,39627914915877905,J134414+051616,206.05997,5.27097,13 44 14.392,+05 16 15.505,1.60488,0.00035,0,19.163,19.089,18.907,18.014,17.423,21.624,23.135,27.377,62.315,107.368,354.271,184.429,64.763,2.173,0.499,PSF,QSO,20220601,12.924,12.983,12.983,85.498,109.5,109.5,New Discovery,,QP
J1344+3355,J134436.987+335549.510,39632961246596353,J134437+335553,206.15362,33.93133,13 44 36.869,+33 55 52.802,1.4907,0.00089,0,21.926,21.661,21.714,19.945,19.622,1.696,2.165,2.063,10.522,14.169,516.583,136.878,64.287,3.63,0.835,PSF,QSO,20210515,39632961246596367,J134437+335546,206.1546,33.9295,13 44 37.104,+33 55 46.218,1.48683,0.00017,0,19.282,19.129,18.993,18.318,17.837,19.379,22.307,25.282,47.09,73.288,170.175,69.133,47.531,2.717,0.655,PSF,QSO,20220420,7.207,13.001,13.003,466.137,60.976,60.97,New Discovery,,QP
J1344-0402,J134453.202-040200.887,39627691577578055,J134453-040155,206.2218,-4.03203,13 44 53.231,-04 01 55.320,2.53449,0.00036,0,21.373,20.83,20.141,19.549,19.191,2.824,4.656,8.781,15.156,21.066,763.569,264.233,80.175,2.709,0.623,PSF,QSO,20210603,39627691577578048,J134453-040206,206.22156,-4.03513,13 44 53.174,-04 02 06.455,2.53066,0.0008,0,23.189,22.905,22.539,20.27,20.072,0.53,0.689,0.965,7.799,9.354,973.823,302.26,89.791,2.906,0.649,PSF,QSO,20220205,11.169,13.668,13.663,324.793,89.892,89.922,New Discovery,,QP
J1345+3524,J134500.753+352432.747,39632991089068783,J134501+352434,206.25263,35.40933,13 45 00.632,+35 24 33.574,2.74069,0.00055,0,22.062,21.639,21.336,19.958,19.331,1.496,2.209,2.921,10.392,18.518,487.341,148.86,173.134,3.974,0.923,PSF,QSO,20210515,39632991089068794,J134501+352432,206.25364,35.40887,13 45 00.874,+35 24 31.919,2.73248,0.00029,0,21.335,20.994,20.716,20.587,20.158,2.924,4.001,5.172,5.823,8.642,411.784,134.463,163.377,4.051,0.929,PSF,QSO,20220402,3.387,13.926,13.916,659.291,26.75,26.771,New Discovery,,QP
J1345-0217,J134516.221-021745.006,39627733830993435,J134516-021745,206.31792,-2.29576,13 45 16.301,-02 17 44.723,2.7152,0.00065,0,21.584,21.174,20.874,20.091,20.011,2.325,3.391,4.471,9.195,9.901,1275.238,513.129,133.646,2.772,0.629,PSF,QSO,20210603,39627733830993424,J134516-021745,206.31725,-2.29591,13 45 16.141,-02 17 45.289,2.69217,0.00063,0,21.99,21.373,20.799,20.217,19.501,1.6,2.824,4.789,8.19,15.835,1369.851,529.601,133.175,2.759,0.628,PSF,QSO,20220205,2.475,13.893,13.863,1864.531,19.598,19.64,New Discovery,,QP
J1345-0035,J134529.445-003555.751,39627776109579012,J134529-003549,206.3728,-0.59697,13 45 29.473,-00 35 49.077,2.40754,0.00016,0,20.015,20.083,19.994,20.009,19.709,9.859,9.26,10.052,9.918,13.079,366.805,259.706,45.479,2.994,0.683,PSF,QSO,20220210,39627776109579004,J134529-003602,206.37257,-0.60067,13 45 29.418,-00 36 02.425,2.38815,0.00045,0,21.931,22.048,21.736,21.553,21.166,1.689,1.516,2.022,2.391,3.417,793.106,425.715,49.558,3.183,0.717,PSF,QSO,20220226,13.374,13.521,13.5,1710.397,108.799,108.972,New Discovery,,QP
J1345+3138,J134551.100+313827.765,39628517465392274,J134551+313828,206.46292,31.64118,13 45 51.101,+31 38 28.251,1.93453,0.00034,0,21.053,20.934,20.318,19.839,19.065,3.792,4.231,7.46,11.603,23.649,1267.464,451.193,140.817,4.027,0.944,PSF,QSO,20220326,39628517465392272,J134551+313827,206.46291,31.64091,13 45 51.098,+31 38 27.279,1.93758,0.00195,0,23.313,25.566,25.163,22.884,,0.473,0.059,0.086,0.702,-4.724,1549.01,543.202,147.207,4.032,0.95,PSF,QSO,20220401,0.974,13.097,13.099,311.509,8.178,8.177,New Discovery,,Contaminant
J1346+3115,J134657.908+311554.313,39628507147406750,J134658+311549,206.74214,31.2636,13 46 58.113,+31 15 48.967,1.47624,0.00059,0,21.839,20.805,20.089,19.013,18.344,1.838,4.763,9.211,24.814,45.942,1336.384,433.968,161.004,3.583,0.841,PSF,QSO,20220326,39628507147406718,J134658+311560,206.74043,31.26657,13 46 57.704,+31 15 59.658,1.48343,0.00029,0,20.626,20.111,20.114,19.481,19.096,5.616,9.03,9.003,16.122,22.991,995.006,316.596,132.41,3.773,0.915,PSF,QSO,20220401,11.909,13.006,13.004,869.101,100.716,100.736,New Discovery,,QP
J1347-0432,J134747.730-043207.157,39627679531535324,J134748-043208,206.94862,-4.53549,13 47 47.669,-04 32 07.751,1.74593,0.00042,0,20.945,20.868,20.45,20.144,19.414,4.188,4.494,6.607,8.754,17.158,1147.271,309.671,123.029,2.887,0.639,PSF,QSO,20220212,39627679531535344,J134748-043207,206.94913,-4.53516,13 47 47.791,-04 32 06.562,1.74759,0.00154,4,23.409,23.548,23.342,21.799,22.961,0.433,0.381,0.46,1.908,0.654,1102.151,241.71,69.222,2.847,0.633,REX,QSO,20220505,2.186,13.006,13.007,180.796,18.49,18.489,New Discovery,,QP
J1348-0313,J134827.406-031346.528,39627709688580207,J134827-031346,207.11433,-3.2294,13 48 27.438,-03 13 45.837,2.34373,0.00016,0,18.904,18.698,18.356,18.179,17.787,27.447,33.162,45.443,53.514,76.78,573.605,309.508,119.978,2.066,0.522,PSF,QSO,20220205,39627709688580199,J134827-031347,207.11406,-3.22978,13 48 27.375,-03 13 47.218,2.3419,0.00103,0,22.784,22.779,21.524,20.19,20.562,0.77,0.774,2.456,8.395,5.958,646.498,273.13,54.223,1.938,0.491,EXP,QSO,20220429,1.674,13.452,13.45,163.725,13.688,13.69,New Discovery,,QPC
J1349-0427,J134922.294-042713.898,39627679539921322,J134922-042717,207.34368,-4.45473,13 49 22.482,-04 27 17.016,1.5475,0.00097,0,23.185,22.394,21.739,19.816,19.356,0.532,1.103,2.016,11.847,18.105,1823.984,398.34,122.293,2.812,0.642,PSF,QSO,20210604,39627679539921283,J134922-042711,207.3421,-4.45299,13 49 22.105,-04 27 10.780,1.54588,0.00043,0,21.14,20.37,19.774,18.814,18.106,3.5,7.113,12.315,29.799,57.228,1231.352,276.065,107.425,1.918,0.43,PSF,QSO,20220212,8.409,12.988,12.988,191.067,71.218,71.216,New Discovery,,QP
J1349+0110,J134937.991+011019.064,39627818404941059,J134938+011018,207.4084,1.17171,13 49 38.016,+01 10 18.151,2.8147,0.00053,0,23.191,23.051,22.802,21.413,20.683,0.529,0.602,0.757,2.721,5.332,1829.681,573.517,80.265,3.036,0.676,PSF,QSO,20210606,39627818404941054,J134938+011020,207.40819,1.17222,13 49 37.965,+01 10 19.977,2.80879,0.00032,0,21.818,21.749,21.673,21.124,20.856,1.875,1.997,2.142,3.551,4.545,1423.976,507.169,79.259,3.1,0.691,PSF,QSO,20220301,1.98,14.024,14.016,464.229,15.527,15.535,New Discovery,,QPC
J1349+0452,J134947.708+045204.719,39627902895000039,J134948+045205,207.44864,4.86815,13 49 47.673,+04 52 05.353,0.188,2e-05,0,20.488,19.135,18.403,18.267,18.595,6.382,22.191,43.514,49.323,36.489,117.297,38.218,9.337,0.83,0.252,EXP,QSO,20220509,39627902895000050,J134948+045204,207.44893,4.8678,13 49 47.744,+04 52 04.085,0.18771,0.0,0,18.126,17.829,17.367,16.422,16.12,56.206,73.866,113.034,269.845,356.37,113.261,54.645,25.784,0.821,0.257,PSF,QSO,20220518,1.652,35.005,35.049,74.819,5.191,5.184,New Discovery,,Contaminant
J1349+0452,J134947.748+045204.322,39627902895000056,J134948+045203,207.44926,4.86758,13 49 47.823,+04 52 03.290,0.18757,3e-05,0,19.083,17.966,17.284,17.489,17.933,23.281,65.116,121.997,101.049,67.087,31.688,10.114,2.522,0.522,0.159,SER,QSO,20210606,39627902895000039,J134948+045205,207.44864,4.86815,13 49 47.673,+04 52 05.353,0.188,2e-05,0,20.488,19.135,18.403,18.267,18.595,6.382,22.191,43.514,49.323,36.489,117.297,38.218,9.337,0.83,0.252,EXP,QSO,20220509,3.045,35.069,35.005,109.306,9.551,9.568,New Discovery,,Contaminant
J1349+0452,J134947.783+045203.688,39627902895000056,J134948+045203,207.44926,4.86758,13 49 47.823,+04 52 03.290,0.18757,3e-05,0,19.083,17.966,17.284,17.489,17.933,23.281,65.116,121.997,101.049,67.087,31.688,10.114,2.522,0.522,0.159,SER,QSO,20210606,39627902895000050,J134948+045204,207.44893,4.8678,13 49 47.744,+04 52 04.085,0.18771,0.0,0,18.126,17.829,17.367,16.422,16.12,56.206,73.866,113.034,269.845,356.37,113.261,54.645,25.784,0.821,0.257,PSF,QSO,20220518,1.424,35.069,35.049,34.487,4.466,4.469,New Discovery,,Contaminant
J1350+1300,J135059.576+130007.924,39628099846931529,J135060+130008,207.74827,13.00218,13 50 59.585,+13 00 07.852,0.15283,1e-05,0,19.672,19.182,18.736,18.4,18.912,13.529,21.233,32.019,43.655,27.23,49.163,15.172,4.84,0.808,0.239,SER,QSO,20210609,39628099846931526,J135060+130008,207.7482,13.00222,13 50 59.568,+13 00 07.995,0.15283,0.0,0,17.804,17.815,17.652,16.412,16.079,75.583,74.817,86.935,272.308,370.106,91.853,43.679,31.768,0.986,0.292,PSF,QSO,20220605,0.296,41.427,41.427,0.02,0.787,0.787,New Discovery,,Contaminant
J1351+0209,J135142.111+020929.426,39627842572521346,J135142+020925,207.92654,2.15682,13 51 42.370,+02 09 24.536,2.13411,0.00018,0,20.85,20.947,20.408,20.306,19.822,4.569,4.182,6.866,7.546,11.777,919.082,366.196,93.73,3.027,0.673,PSF,QSO,20220309,39627842572521296,J135142+020934,207.92438,2.15953,13 51 41.852,+02 09 34.316,2.13556,0.00091,0,22.983,22.78,22.007,20.505,19.705,0.641,0.772,1.574,6.28,13.122,1538.192,502.682,102.048,3.014,0.651,PSF,GALAXY,20220330,12.489,13.248,13.249,138.131,103.699,103.689,New Discovery,,QP
J1352+0310,J135206.224+031026.066,39627866727519196,J135206+031025,208.02585,3.17365,13 52 06.203,+03 10 25.130,0.24298,1e-05,0,17.911,17.837,17.537,15.607,15.239,68.498,73.321,96.681,571.947,802.293,193.568,73.238,69.886,0.591,0.172,REX,QSO,20220330,39627866727519201,J135206+031027,208.02602,3.17417,13 52 06.245,+03 10 27.002,0.24264,4e-05,0,20.005,19.057,18.673,19.162,21.074,9.956,23.83,33.94,21.637,3.718,56.334,15.33,5.63,0.469,0.129,SER,QSO,20220419,1.974,28.732,28.761,79.891,7.556,7.548,New Discovery,,Contaminant
J1352+4909,J135221.955+490901.859,39633236590070690,J135222+490901,208.09186,49.15024,13 52 22.047,+49 09 00.877,0.16523,3e-05,0,19.719,18.831,18.302,17.639,17.726,12.949,29.344,47.796,87.95,81.234,86.902,27.193,16.464,0.618,0.201,SER,QSO,20210617,39633236590070678,J135222+490903,208.09109,49.15079,13 52 21.862,+49 09 02.840,0.16543,4e-05,0,19.302,18.139,17.522,18.271,19.071,19.012,55.525,97.952,49.155,23.522,41.142,11.696,6.137,0.536,0.169,SER,QSO,20220512,2.673,38.847,38.809,52.012,7.57,7.577,New Discovery,,Contaminant
J1352+1243,J135232.782+124321.029,39628093958132530,J135233+124321,208.13645,12.72242,13 52 32.748,+12 43 20.715,0.23783,4e-05,0,20.691,19.494,19.043,19.008,19.141,5.29,15.938,24.14,24.925,22.067,151.487,56.658,20.547,0.959,0.295,DEV,QSO,20210609,39628093958132534,J135233+124321,208.13673,12.7226,13 52 32.816,+12 43 21.343,0.23768,2e-05,0,18.185,17.717,17.275,16.711,16.594,53.235,81.88,123.076,206.872,230.345,166.869,79.507,48.212,1.098,0.35,PSF,QSO,20220605,1.182,29.194,29.208,36.522,4.453,4.451,New Discovery,,Contaminant
J1352+3722,J135248.540+372218.941,39633025230700851,J135249+372218,208.20341,37.37175,13 52 48.819,+37 22 18.291,1.98336,0.0002,0,19.133,19.02,18.765,18.507,17.817,22.23,24.653,31.196,39.55,74.699,167.224,101.229,97.192,2.996,0.704,PSF,QSO,20210516,39633025230700830,J135248+372220,208.20109,37.37211,13 52 48.262,+37 22 19.590,1.98275,0.00022,0,21.362,21.249,20.994,20.396,20.531,2.852,3.166,4.004,6.945,6.132,442.437,237.729,146.208,3.897,0.93,PSF,QSO,20220126,6.769,13.129,13.129,61.172,56.713,56.714,New Discovery,,QP
J1353+0443,J135305.577+044338.207,39627902907585117,J135306+044338,208.27339,4.72715,13 53 05.614,+04 43 37.746,0.52326,0.00011,0,20.6,19.518,18.533,19.143,,5.756,15.59,38.631,22.027,-26.337,45.294,16.917,2.453,0.462,0.122,SER,QSO,20220419,39627902907585112,J135306+044339,208.27308,4.72741,13 53 05.540,+04 43 38.668,0.5229,1e-05,0,18.282,18.433,18.527,16.505,15.955,48.655,42.349,38.839,250.082,414.768,305.415,195.826,67.992,1.03,0.266,PSF,QSO,20220518,1.442,17.595,17.602,72.006,9.018,9.015,New Discovery,,Contaminant
J1353-0056,J135346.677-005626.180,39627764063539393,J135347-005627,208.44419,-0.94073,13 53 46.605,-00 56 26.640,1.79559,0.0006,0,21.732,21.736,21.555,20.583,19.831,2.028,2.021,2.387,5.845,11.683,1260.761,366.979,135.462,2.885,0.657,PSF,QSO,20210605,39627764063539400,J135347-005626,208.44479,-0.94048,13 53 46.749,-00 56 25.720,1.79673,0.00083,0,23.244,23.117,22.143,20.269,20.256,0.504,0.567,1.389,7.804,7.9,1563.762,407.753,137.185,2.939,0.662,PSF,QSO,20220325,2.357,13.024,13.025,122.114,19.911,19.91,New Discovery,,QP
J1354-0630,J135415.159-063032.094,39627631422868769,J135415-063029,208.5637,-6.50795,13 54 15.288,-06 30 28.619,2.44163,0.00034,0,20.752,20.564,20.286,20.287,19.679,5.001,5.947,7.681,7.674,13.445,575.337,230.75,72.828,2.677,0.546,PSF,QSO,20220531,39627631422868745,J135415-063036,208.56262,-6.50988,13 54 15.030,-06 30 35.569,2.43603,0.00014,0,20.528,20.793,20.413,19.85,19.359,6.147,4.818,6.836,11.485,18.05,522.404,249.502,73.878,2.735,0.564,PSF,QSO,20220604,7.943,13.56,13.553,488.244,64.436,64.467,New Discovery,,QP
J1355-0245,J135536.492-024551.193,39627721793342520,J135537-024548,208.90232,-2.76341,13 55 36.558,-02 45 48.275,1.18229,0.00077,0,21.984,21.501,21.33,19.245,19.266,1.608,2.509,2.939,20.037,19.667,1522.648,619.718,111.85,2.698,0.612,PSF,QSO,20220308,39627721793342505,J135536-024554,208.90178,-2.76503,13 55 36.426,-02 45 54.111,1.18202,0.00018,0,21.595,21.13,20.715,19.151,18.698,2.302,3.531,5.174,21.855,33.174,1375.135,578.41,109.9,2.536,0.593,PSF,GALAXY,20220325,6.16,13.293,13.294,36.877,50.974,50.973,New Discovery,,QP
J1356+3625,J135614.107+362553.443,39633010718411581,J135614+362557,209.05962,36.43252,13 56 14.308,+36 25 57.060,2.65543,0.00061,0,21.742,21.051,20.364,19.447,19.057,2.011,3.799,7.154,16.641,23.841,222.005,131.338,135.437,3.841,0.95,PSF,QSO,20210516,39633010718411556,J135614+362550,209.05794,36.43051,13 56 13.906,+36 25 49.826,2.65652,0.0004,0,21.548,21.224,21.101,19.049,18.778,2.404,3.24,3.629,24.003,30.83,214.986,134.91,144.874,3.515,0.914,PSF,QSO,20220326,8.709,13.817,13.818,89.793,69.338,69.331,New Discovery,,QP
J1356+0034,J135643.933+003415.503,39627800314908552,J135644+003415,209.18322,0.57095,13 56 43.972,+00 34 15.429,1.11971,0.00048,0,20.579,20.251,20.298,19.708,19.099,5.864,7.939,7.602,13.087,22.921,1098.48,286.95,100.428,2.644,0.624,PSF,QSO,20210610,39627800314908541,J135644+003416,209.18289,0.57099,13 56 43.894,+00 34 15.577,1.12015,0.00138,0,23.822,25.51,24.805,20.577,21.263,0.296,0.063,0.12,5.877,3.126,1901.932,444.961,111.267,2.648,0.624,PSF,QSO,20220225,1.182,13.415,13.414,61.302,9.688,9.689,New Discovery,,Contaminant
