System,SysCenterName,TARGETID_A,CoordUqName_A,RA_A,DEC_A,RA_A_sexa,DEC_A_sexa,Z_A,ZERR_A,ZWARN_A,mag_g_A,mag_r_A,mag_z_A,mag_W1_A,mag_W2_A,flux_g_A,flux_r_A,flux_z_A,flux_W1_A,flux_W2_A,flux_ivar_g_A,flux_ivar_r_A,flux_ivar_z_A,flux_ivar_W1_A,flux_ivar_W2_A,MORPHTYPE_A,SPECTYPE_A,LASTNIGHT_A,TARGETID_B,CoordUqName_B,RA_B,DEC_B,RA_B_sexa,DEC_B_sexa,Z_B,ZERR_B,ZWARN_B,mag_g_B,mag_r_B,mag_z_B,mag_W1_B,mag_W2_B,flux_g_B,flux_r_B,flux_z_B,flux_W1_B,flux_W2_B,flux_ivar_g_B,flux_ivar_r_B,flux_ivar_z_B,flux_ivar_W1_B,flux_ivar_W2_B,MORPHTYPE_B,SPECTYPE_B,LASTNIGHT_B,sep_AB,110kpc_seplim_zA,110kpc_seplim_zB,delta_vr,rp_zA,rp_zB,match_type,match_cite,visual_class
J0007+0758,J000722.884+075827.413,39627977570387427,J000723+075827,1.84542,7.97409,00 07 22.900,+07 58 26.719,1.2259,7e-05,0,23.257,22.825,21.921,20.503,19.721,0.498,0.741,1.704,6.29,12.933,1487.005,546.741,129.952,2.428,0.534,PSF,GALAXY,20211030,39627977570387423,J000723+075828,1.84529,7.97447,00 07 22.869,+07 58 28.107,1.22544,0.00022,0,20.545,19.962,19.77,18.396,18.014,6.051,10.358,12.362,43.794,62.293,1020.301,359.808,120.176,2.369,0.526,PSF,QSO,20211106,1.461,13.224,13.224,61.834,12.155,12.154,New Discovery,,QPC
J0012+0900,J001214.315+090030.033,39628001515667942,J001214+090029,3.05862,9.00802,00 12 14.069,+09 00 28.864,0.90302,8e-05,0,20.981,20.728,20.194,18.418,17.895,4.052,5.115,8.36,42.944,69.489,1543.93,557.609,109.989,2.335,0.54,PSF,QSO,20211030,39628001515667974,J001215+090031,3.06067,9.00867,00 12 14.560,+09 00 31.202,0.90255,0.00017,0,23.2,22.555,21.649,20.095,20.417,0.525,0.95,2.191,9.161,6.814,2425.859,772.202,115.156,2.956,0.633,PSF,QSO,20211128,7.64,14.105,14.107,74.659,59.585,59.576,New Discovery,,LQC
J0013+2258,J001329.768+225848.711,39628326473566746,J001330+225845,3.37332,22.97925,00 13 29.596,+22 58 45.297,1.918,0.00084,0,23.453,23.043,22.657,19.892,19.466,0.416,0.606,0.866,11.045,16.346,2057.667,641.232,128.81,3.197,0.687,PSF,QSO,20211104,39628326473566780,J001330+225852,3.37475,22.98115,00 13 29.940,+22 58 52.124,1.9134,0.00037,0,20.886,20.672,20.103,19.257,18.761,4.421,5.384,9.098,19.83,31.306,1346.972,515.648,118.235,2.889,0.634,PSF,QSO,20211111,8.313,13.086,13.084,473.68,69.875,69.89,New Discovery,,QP
J0017+1104,J001754.022+110427.720,39628049183934740,J001754+110431,4.47485,11.07522,00 17 53.965,+11 04 30.799,1.71356,0.00241,0,23.401,22.55,21.81,19.364,19.086,0.436,0.955,1.888,17.967,23.21,2314.017,495.33,117.814,2.515,0.592,PSF,QSO,20211102,39628049183934748,J001754+110425,4.47534,11.07351,00 17 54.080,+11 04 24.642,1.7075,0.00114,2,22.675,22.41,21.954,20.573,20.407,0.851,1.086,1.654,5.899,6.875,2151.531,485.094,117.385,2.915,0.646,PSF,QSO,20211129,6.389,12.997,12.996,670.272,54.074,54.08,New Discovery,,QP
J0018+0256,J001811.461+025640.322,39627857281943073,J001811+025640,4.54746,2.94447,00 18 11.389,+02 56 40.106,2.46373,0.00019,0,19.479,19.54,19.152,19.229,18.871,16.161,15.279,21.831,20.341,28.281,684.388,904.487,225.072,2.529,0.531,PSF,QSO,20211007,39627857281943090,J001812+025641,4.54805,2.94459,00 18 11.532,+02 56 40.538,2.47779,0.00053,0,22.483,22.368,22.067,19.737,19.51,1.016,1.129,1.491,12.74,15.708,1750.055,1975.805,295.448,2.576,0.537,PSF,QSO,20211010,2.185,13.585,13.601,1214.739,17.696,17.674,Dual AGN Candidate,BigMAC,QP
J0018+0651,J001829.783+065150.683,39627947627251846,J001830+065153,4.62525,6.86476,00 18 30.059,+06 51 53.139,2.22227,0.00015,0,19.654,19.569,19.203,19.191,18.784,13.749,14.87,20.842,21.07,30.635,572.16,261.826,89.37,2.654,0.577,PSF,QSO,20211013,39627947627251802,J001830+065148,4.62294,6.8634,00 18 29.507,+06 51 48.227,2.22916,0.00087,0,22.471,22.451,22.038,21.701,21.238,1.027,1.046,1.53,2.088,3.198,1280.756,439.212,106.579,2.336,0.579,PSF,QSO,20211127,9.581,13.329,13.335,640.627,79.071,79.031,New Discovery,,LQC
J0019+0130,J001947.216+013003.509,39627821047355882,J001947+013004,4.94658,1.50098,00 19 47.179,+01 30 03.534,2.70458,0.00021,0,20.995,20.694,20.454,19.87,19.655,4.001,5.278,6.582,11.275,13.737,2173.718,1701.004,298.549,2.802,0.577,PSF,QSO,20211001,39627821047355891,J001947+013003,4.94689,1.50097,00 19 47.253,+01 30 03.485,2.70426,0.0006,0,23.067,22.769,22.731,21.82,20.589,0.593,0.78,0.808,1.871,5.811,2729.101,2317.138,332.347,2.793,0.575,PSF,QSO,20211006,1.111,13.879,13.879,25.645,8.806,8.806,Lensed Quasar Candidate,SLED,QPC
J0020+0626,J002031.359+062651.186,39627941629396988,J002031+062655,5.13062,6.44862,00 20 31.349,+06 26 55.032,1.75948,0.00166,0,22.016,21.825,21.521,20.209,19.825,1.562,1.862,2.465,8.246,11.751,1457.097,633.856,90.197,2.908,0.632,PSF,QSO,20211106,39627941629396991,J002031+062647,5.13071,6.44648,00 20 31.370,+06 26 47.339,1.75412,0.00102,0,21.621,21.43,21.125,19.469,19.005,2.248,2.68,3.547,16.315,24.996,1356.297,595.381,86.971,2.719,0.584,PSF,QSO,20211127,7.699,13.011,13.009,582.583,65.093,65.102,New Discovery,,LQC
J0023+0914,J002351.733+091403.177,39628007534496207,J002352+091404,5.96578,9.23451,00 23 51.787,+09 14 04.224,1.88937,0.00103,0,21.106,21.243,20.618,20.038,19.517,3.611,3.184,5.66,9.654,15.609,1486.224,632.908,119.5,2.852,0.615,PSF,QSO,20211102,39628007534496196,J002352+091402,5.96533,9.23392,00 23 51.679,+09 14 02.129,1.89259,0.00107,0,22.46,21.88,21.233,19.762,19.47,1.037,1.771,3.212,12.452,16.291,2143.415,708.985,123.037,2.82,0.616,PSF,QSO,20211127,2.639,13.07,13.072,333.765,22.211,22.208,New Discovery,,QP
J0024-0128,J002424.050-012826.726,39627748590751298,J002424-012826,6.1009,-1.47383,00 24 24.217,-01 28 25.802,2.05433,0.0001,0,18.581,18.498,18.306,18.28,17.765,36.943,39.871,47.583,48.753,78.31,570.783,613.229,177.976,2.12,0.463,PSF,QSO,20211002,39627748590751252,J002424-012828,6.09951,-1.47435,00 24 23.883,-01 28 27.651,2.04885,0.00011,0,18.733,18.653,18.482,18.316,17.808,32.118,34.581,40.47,47.174,75.315,630.097,681.655,143.573,2.122,0.469,PSF,QSO,20211005,5.343,13.182,13.177,538.576,44.585,44.599,New Discovery,,QP
J0028+0746,J002826.374+074611.001,39627971669001346,J002826+074611,7.10897,7.76976,00 28 26.153,+07 46 11.119,1.86338,0.00114,0,21.842,21.485,21.181,19.547,18.985,1.833,2.546,3.368,15.176,25.475,894.6,544.571,120.572,2.822,0.593,PSF,QSO,20211109,39627971669001382,J002827+074611,7.11081,7.76969,00 28 26.595,+07 46 10.883,1.84999,0.00117,0,21.438,21.388,21.237,19.976,19.521,2.659,2.784,3.2,10.22,15.547,821.848,531.224,120.936,2.903,0.599,PSF,QSO,20211126,6.574,13.056,13.049,1404.425,55.392,55.421,New Discovery,,QP
J0029-0129,J002935.978-012942.713,39627748611724918,J002936-012944,7.39952,-1.49551,00 29 35.885,-01 29 43.828,2.38437,0.00065,4,21.775,21.147,20.564,19.667,19.169,1.95,3.476,5.949,13.591,21.494,2932.576,1900.42,368.052,2.754,0.565,PSF,QSO,20211002,39627748611724949,J002936-012942,7.4003,-1.49489,00 29 36.071,-01 29 41.598,2.38449,0.00105,0,23.035,22.779,22.362,20.56,20.462,0.611,0.773,1.136,5.97,6.535,3750.551,2380.614,424.809,2.922,0.586,PSF,QSO,20211007,3.579,13.496,13.496,10.852,29.175,29.175,New Discovery,,QP
J0031+0023,J003101.153+002331.505,39627796938490132,J003101+002332,7.75335,0.39212,00 31 00.804,+00 23 31.645,2.54267,0.00108,0,22.188,21.883,21.371,20.033,20.705,1.332,1.766,2.828,9.703,5.222,2462.948,2438.353,342.193,2.584,0.566,PSF,QSO,20211005,39627796938490236,J003102+002331,7.75626,0.39205,00 31 01.501,+00 23 31.366,2.53836,0.00013,0,20.141,20.121,19.733,19.649,19.55,8.779,8.949,12.786,13.815,15.139,1293.36,1442.078,287.316,2.63,0.573,PSF,QSO,20211006,10.463,13.678,13.673,364.893,84.144,84.176,New Discovery,,QP
J0032+1232,J003203.924+123216.908,39628084776797739,J003204+123217,8.01635,12.53815,00 32 03.924,+12 32 17.350,0.37759,2e-05,0,19.17,18.972,18.341,17.155,16.933,21.47,25.787,46.097,137.343,168.511,394.379,128.617,52.527,1.51,0.382,PSF,QSO,20211101,39628084776797738,J003204+123216,8.01635,12.53791,00 32 03.924,+12 32 16.467,0.37791,4e-05,0,21.817,22.093,21.749,,,1.875,1.455,1.998,-3.485,-3.297,522.657,165.503,42.252,1.528,0.382,EXP,QSO,20211129,0.883,21.216,21.204,70.835,4.577,4.579,New Discovery,,Contaminant
J0032+3021,J003212.227+302114.119,39628483462172611,J003212+302115,8.05093,30.35408,00 32 12.223,+30 21 14.673,0.39307,2e-05,0,20.242,19.918,19.336,18.227,18.01,7.999,10.785,18.429,51.202,62.529,703.374,229.598,49.162,2.47,0.634,PSF,QSO,20211107,39628483462172613,J003212+302114,8.05097,30.35377,00 32 12.232,+30 21 13.565,0.39334,5e-05,0,22.636,22.998,22.658,,,0.883,0.632,0.864,-2.486,-4.751,692.217,207.375,36.243,2.53,0.638,EXP,QSO,20211208,1.113,20.693,20.684,58.123,5.919,5.921,New Discovery,,Contaminant
J0032+3032,J003213.915+303229.271,39628488688275150,J003214+303229,8.05719,30.54126,00 32 13.724,+30 32 28.520,1.78068,0.0015,0,21.938,21.898,21.724,20.985,20.468,1.678,1.741,2.044,4.036,6.498,1670.773,472.818,53.757,3.468,0.759,PSF,QSO,20211107,39628488688275174,J003214+303230,8.05877,30.54167,00 32 14.105,+30 32 30.022,1.76562,0.00075,0,21.497,21.376,21.068,20.271,19.98,2.519,2.815,3.739,7.789,10.183,1537.311,445.138,53.183,3.448,0.763,PSF,QSO,20211112,5.14,13.018,13.013,1627.826,43.431,43.449,New Discovery,,QP
J0032+1000,J003216.361+100051.348,39628025452564168,J003216+100052,8.06805,10.01431,00 32 16.332,+10 00 51.529,1.11608,0.00022,0,20.318,20.118,19.905,19.165,18.437,7.459,8.973,10.918,21.578,42.181,769.235,409.615,86.928,2.53,0.557,PSF,QSO,20211030,39628025452564175,J003216+100051,8.06829,10.01421,00 32 16.390,+10 00 51.167,1.11645,0.00036,0,23.546,25.706,24.586,21.173,,0.382,0.052,0.146,3.395,-5.901,1265.54,598.473,93.553,2.539,0.561,PSF,QSO,20211129,0.923,13.423,13.422,52.617,7.568,7.568,New Discovery,,Contaminant
J0032+3004,J003222.460+300440.334,39628478223483292,J003222+300441,8.09358,30.07802,00 32 22.460,+30 04 40.860,1.54032,0.00049,0,20.705,20.458,20.368,19.435,18.634,5.225,6.559,7.126,16.829,35.202,1251.987,382.31,51.53,3.009,0.708,PSF,QSO,20211107,39628478223483291,J003222+300440,8.09358,30.07772,00 32 22.459,+30 04 39.808,1.541,0.00063,0,23.307,26.39,24.861,20.067,21.533,0.476,0.028,0.114,9.404,2.436,1566.683,483.906,53.307,3.05,0.71,PSF,QSO,20211208,1.052,12.989,12.989,80.129,8.911,8.911,New Discovery,,Contaminant
J0033+3029,J003314.028+302958.417,39628488692468656,J003314+302959,8.30848,30.49971,00 33 14.036,+30 29 58.944,1.08852,0.00036,0,20.983,20.687,20.437,19.043,18.871,4.046,5.313,6.687,24.15,28.295,959.203,271.784,26.601,2.91,0.696,PSF,QSO,20211107,39628488692468654,J003314+302958,8.30842,30.49941,00 33 14.020,+30 29 57.890,1.08848,0.00048,0,23.628,24.447,23.567,20.365,19.785,0.354,0.166,0.374,7.145,12.194,1179.252,330.742,27.217,2.934,0.7,PSF,QSO,20211208,1.075,13.486,13.486,5.62,8.767,8.767,New Discovery,,Contaminant
J0033+2211,J003320.036+221117.615,39628309788628216,J003320+221118,8.33349,22.18838,00 33 20.038,+22 11 18.168,1.59418,0.00064,0,21.073,20.936,20.702,19.383,18.99,3.722,4.222,5.24,17.647,25.345,1939.566,582.781,184.344,3.103,0.671,PSF,QSO,20211104,39628309788628215,J003320+221117,8.33348,22.18807,00 33 20.035,+22 11 17.063,1.60643,0.00146,0,23.712,25.811,24.435,,,0.328,0.047,0.168,-0.362,-2.144,2387.169,683.972,192.783,3.145,0.679,PSF,QSO,20211205,1.106,12.983,12.983,1412.126,9.371,9.371,New Discovery,,Contaminant
J0033+0250,J003334.450+025015.426,39627851305063724,J003334+025016,8.39353,2.83769,00 33 34.447,+02 50 15.697,1.24223,0.00022,0,20.1,19.768,19.907,18.777,18.395,9.121,12.388,10.898,30.832,43.849,1095.713,907.945,165.433,2.457,0.554,PSF,QSO,20211001,39627851305063725,J003334+025015,8.39356,2.83754,00 33 34.454,+02 50 15.156,1.24276,0.00033,0,22.67,23.08,22.092,,,0.855,0.586,1.456,-5.971,-1.0,504.1,363.244,44.042,2.108,0.483,EXP,QSO,20211006,0.554,13.2,13.2,70.75,4.617,4.617,New Discovery,,Contaminant
J0034+3059,J003442.520+305933.848,39628499115314803,J003443+305934,8.67714,30.99289,00 34 42.514,+30 59 34.403,1.63632,0.00031,0,20.539,20.319,20.118,19.417,19.263,6.087,7.453,8.967,17.102,19.707,784.134,222.648,41.734,3.3,0.745,PSF,QSO,20211112,39628499115314806,J003443+305933,8.67719,30.99258,00 34 42.526,+30 59 33.294,1.63984,0.00118,0,23.032,27.411,24.677,,21.254,0.613,0.011,0.135,-3.217,3.151,1040.252,303.544,43.981,3.331,0.748,PSF,QSO,20211208,1.12,12.984,12.985,400.653,9.487,9.487,New Discovery,,Contaminant
J0035+3205,J003548.009+320506.827,39628519789037488,J003548+320507,8.95004,32.0854,00 35 48.009,+32 05 07.451,0.56501,5e-05,0,19.549,19.545,19.263,17.612,17.212,15.147,15.207,19.719,90.17,130.341,667.295,357.149,58.483,1.943,0.518,PSF,QSO,20211112,39628519789037486,J003548+320506,8.95003,32.08506,00 35 48.008,+32 05 06.204,0.56576,0.0004,0,22.05,22.976,22.389,21.458,,1.513,0.645,1.107,2.612,-12.63,810.12,420.067,56.707,2.022,0.532,EXP,QSO,20211208,1.248,16.93,16.92,142.917,8.108,8.113,New Discovery,,Contaminant
J0036+0959,J003658.385+095911.053,39628025473533928,J003658+095911,9.24329,9.98653,00 36 58.390,+09 59 11.499,0.43775,3e-05,0,19.414,19.123,18.479,16.593,16.245,17.163,22.42,40.585,230.488,317.772,594.763,260.567,60.019,0.998,0.256,PSF,QSO,20211030,39628025473533927,J003658+095911,9.24325,9.98628,00 36 58.380,+09 59 10.608,0.4378,9e-05,0,21.921,21.784,21.097,18.882,18.308,1.704,1.934,3.641,28.013,47.529,563.205,220.475,32.968,0.956,0.242,DEV,QSO,20211129,0.905,19.405,19.403,10.934,5.132,5.132,New Discovery,,Contaminant
J0037+0909,J003721.603+090939.606,39628007589025208,J003722+090941,9.34049,9.16131,00 37 21.716,+09 09 40.730,1.59891,0.00059,0,21.906,21.281,20.587,19.335,18.659,1.729,3.074,5.825,18.453,34.373,1122.111,346.374,69.511,2.618,0.521,PSF,QSO,20211030,39628007589025192,J003721+090938,9.33954,9.16069,00 37 21.490,+09 09 38.482,1.60089,0.00144,0,22.607,22.096,21.592,20.797,20.43,0.906,1.451,2.307,4.801,6.728,1330.039,418.749,67.562,2.822,0.55,PSF,QSO,20211106,4.044,12.983,12.983,228.275,34.26,34.26,New Discovery,,QP
J0038-0612,J003808.314-061214.264,39627634107227730,J003808-061212,9.53492,-6.20345,00 38 08.381,-06 12 12.406,3.0772,0.00025,0,20.611,20.231,20.161,19.836,19.384,5.698,8.081,8.622,11.63,17.644,1440.858,953.908,252.045,2.885,0.589,PSF,QSO,20211024,39627634107227708,J003808-061216,9.53437,-6.20448,00 38 08.248,-06 12 16.122,3.06432,0.00052,0,21.766,21.476,21.454,20.609,20.376,1.966,2.568,2.62,5.705,7.071,2102.738,1354.377,234.161,2.958,0.605,PSF,QSO,20211105,4.207,14.39,14.371,948.243,32.162,32.204,New Discovery,,QP
J0038+1032,J003809.428+103200.195,39628037381163465,J003809+103201,9.53934,10.53349,00 38 09.442,+10 32 00.564,1.6142,0.00053,0,21.022,20.669,20.413,21.231,19.55,3.901,5.402,6.835,3.218,15.129,1490.883,532.551,72.157,2.707,0.551,PSF,QSO,20211030,39628037381163464,J003809+103160,9.53922,10.53328,00 38 09.413,+10 31 59.826,1.61306,0.00086,0,23.661,25.835,25.333,20.149,21.238,0.343,0.046,0.074,8.717,3.199,2065.101,734.624,73.615,2.706,0.55,PSF,QSO,20211129,0.855,12.983,12.983,131.057,7.242,7.242,New Discovery,,Contaminant
J0038+3151,J003856.177+315106.061,39628514651014124,J003856+315107,9.73409,31.85184,00 38 56.183,+31 51 06.635,0.32517,1e-05,0,20.654,20.261,19.498,17.594,17.279,5.474,7.861,15.88,91.708,122.548,1443.82,424.16,84.262,2.01,0.51,PSF,QSO,20211112,39628514651014121,J003856+315105,9.73405,31.85152,00 38 56.171,+31 51 05.487,0.32521,5e-05,0,22.942,23.087,22.337,,21.679,0.665,0.582,1.162,-2.238,2.129,1198.767,325.684,60.206,2.046,0.51,EXP,QSO,20211208,1.157,23.376,23.375,8.366,5.444,5.445,New Discovery,,Contaminant
J0039+0534,J003912.915+053407.665,39627917658947906,J003913+053406,9.80435,5.56837,00 39 13.044,+05 34 06.115,2.07318,0.00021,0,19.118,19.066,18.773,18.704,18.264,22.533,23.627,30.946,32.996,49.494,262.817,87.783,34.056,2.314,0.516,PSF,QSO,20211105,39627917658947877,J003913+053409,9.80327,5.56923,00 39 12.785,+05 34 09.215,2.08345,0.00044,0,20.886,20.811,20.413,20.178,19.648,4.421,4.738,6.838,8.485,13.827,599.733,176.296,41.919,2.633,0.56,PSF,QSO,20211128,4.953,13.197,13.205,1000.177,41.287,41.261,New Discovery,,QP
J0042+3055,J004259.258+305511.626,39628499144676214,J004259+305513,10.74603,30.92032,00 42 59.047,+30 55 13.170,1.65199,0.00088,0,22.176,22.168,21.822,20.404,20.029,1.348,1.358,1.867,6.895,9.735,1137.627,489.691,95.608,3.294,0.722,PSF,QSO,20211112,39628499144676244,J004259+305510,10.74779,30.91947,00 42 59.470,+30 55 10.083,1.64823,0.00027,0,20.585,20.271,20.006,19.665,19.167,5.835,7.788,9.946,13.612,21.531,851.834,351.645,89.831,3.174,0.696,PSF,QSO,20211208,6.261,12.986,12.985,425.38,53.036,53.038,New Discovery,,QP
J0043+0635,J004314.731+063534.990,39627941725863983,J004315+063531,10.81199,6.59199,00 43 14.878,+06 35 31.149,2.18764,0.00053,0,20.507,20.255,19.915,19.625,19.167,6.272,7.906,10.81,14.126,21.531,472.963,161.031,56.376,2.495,0.523,PSF,QSO,20211010,39627941725863961,J004315+063539,10.81076,6.59412,00 43 14.583,+06 35 38.831,2.19371,0.00044,0,21.716,21.637,21.257,21.237,20.561,2.059,2.215,3.143,3.202,5.965,722.379,232.706,62.105,2.727,0.571,PSF,QSO,20211105,8.847,13.296,13.302,570.465,73.195,73.164,New Discovery,,LQC
J0043+0834,J004325.045+083427.882,39627989687735188,J004325+083428,10.85445,8.57451,00 43 25.069,+08 34 28.251,0.4065,1e-05,0,19.729,19.597,18.881,17.833,17.544,12.837,14.488,28.03,73.593,96.053,429.625,185.26,45.917,1.883,0.448,PSF,QSO,20211013,39627989687735181,J004325+083428,10.85425,8.57431,00 43 25.021,+08 34 27.514,0.40629,4e-05,0,22.542,23.12,22.248,,,0.962,0.565,1.262,-2.361,-2.52,521.744,198.445,37.828,1.882,0.444,DEV,QSO,20211127,1.021,20.274,20.28,44.455,5.542,5.54,New Discovery,,Contaminant
J0045+1115,J004517.761+111545.823,39628055236315488,J004518+111546,11.32406,11.26286,00 45 17.774,+11 15 46.312,1.28677,0.00014,0,19.483,19.112,18.95,17.669,16.804,16.096,22.665,26.295,85.587,189.828,398.187,195.984,54.55,1.56,0.335,PSF,QSO,20211030,39628055236315483,J004518+111545,11.32395,11.26259,00 45 17.749,+11 15 45.334,1.2868,0.00018,0,22.701,23.409,22.92,20.276,21.077,0.831,0.433,0.679,7.755,3.71,705.397,255.901,57.71,1.451,0.324,DEV,QSO,20211108,1.042,13.144,13.144,3.655,8.721,8.721,New Discovery,,Contaminant
J0045+1901,J004535.709+190148.577,39628236182782711,J004536+190149,11.39878,19.0303,00 45 35.707,+19 01 49.093,0.53676,2e-05,0,19.19,19.289,18.786,17.51,17.436,21.094,19.24,30.601,99.118,106.051,301.108,289.394,90.885,1.69,0.439,PSF,QSO,20211103,39628236182782712,J004536+190148,11.3988,19.03002,00 45 35.711,+19 01 48.060,0.53628,2e-05,0,21.775,22.406,21.465,20.216,19.045,1.949,1.091,2.594,8.193,24.098,391.715,354.644,67.38,1.715,0.438,EXP,QSO,20211204,1.035,17.368,17.375,94.271,6.555,6.552,New Discovery,,Contaminant
J0047+1543,J004731.637+154337.509,39628161104744174,J004732+154338,11.88185,15.72721,00 47 31.643,+15 43 37.960,1.10278,0.00021,0,20.019,19.711,20.017,18.615,18.468,9.827,13.052,9.843,35.825,41.006,433.396,181.386,68.162,2.385,0.539,PSF,QSO,20211101,39628161104744172,J004732+154337,11.8818,15.72696,00 47 31.631,+15 43 37.058,1.10347,0.0004,0,22.457,22.919,22.082,20.939,19.331,1.041,0.68,1.469,4.211,18.526,393.627,153.702,40.441,2.315,0.526,EXP,QSO,20211202,0.919,13.453,13.451,97.45,7.515,7.516,New Discovery,,QPC
J0048+0639,J004801.513+063930.782,39627947748888179,J004802+063930,12.00691,6.65822,00 48 01.659,+06 39 29.596,2.34963,0.00025,0,21.702,21.762,21.34,20.23,20.222,2.085,1.974,2.91,8.089,8.154,1533.438,597.684,99.971,2.694,0.579,PSF,QSO,20211109,39627947748888151,J004801+063932,12.0057,6.65888,00 48 01.367,+06 39 31.968,2.35091,0.00065,0,20.84,20.671,20.601,20.324,19.42,4.613,5.39,5.747,7.417,17.057,1222.047,479.554,97.359,2.68,0.569,PSF,QSO,20211126,4.958,13.458,13.46,114.349,40.523,40.518,New Discovery,,LQC
J0048+1525,J004832.121+152527.770,39628155278855968,J004832+152525,12.13377,15.42366,00 48 32.104,+15 25 25.175,1.35856,0.0002,0,18.322,18.131,18.347,17.636,16.895,46.894,55.909,45.843,88.219,174.622,276.21,142.217,81.151,1.678,0.367,PSF,QSO,20211101,39628155278855971,J004832+152530,12.13391,15.4251,00 48 32.138,+15 25 30.365,1.36476,0.00058,0,22.149,21.798,21.765,19.871,19.522,1.382,1.91,1.968,11.26,15.529,1937.659,596.253,123.679,2.322,0.487,PSF,QSO,20211202,5.213,13.075,13.07,787.073,43.856,43.873,New Discovery,,QP
J0050+2957,J005052.936+295731.760,39628478290592600,J005053+295731,12.72059,29.95865,00 50 52.942,+29 57 31.152,0.44565,2e-05,0,22.841,23.107,22.181,20.615,20.335,0.73,0.572,1.342,5.677,7.345,1187.814,451.576,50.128,2.502,0.592,PSF,QSO,20211112,39628478290592599,J005053+295732,12.72054,29.95899,00 50 52.929,+29 57 32.369,0.44579,2e-05,0,20.609,20.197,19.458,18.217,17.875,5.706,8.339,16.47,51.659,70.809,950.862,358.715,48.373,2.432,0.582,PSF,QSO,20211112,1.227,19.206,19.202,30.344,7.027,7.028,New Discovery,,Contaminant
J0052+2112,J005210.285+211253.103,39628287365877973,J005210+211254,13.04288,21.2149,00 52 10.291,+21 12 53.630,0.57342,4e-05,0,19.859,19.657,19.746,18.076,17.802,11.382,13.715,12.641,58.811,75.729,701.463,359.488,137.52,2.35,0.577,PSF,QSO,20211103,39628287365877971,J005210+211253,13.04283,21.2146,00 52 10.280,+21 12 52.575,0.57368,0.00012,0,22.555,23.408,22.36,,,0.951,0.433,1.138,-8.809,-15.583,852.306,389.558,111.458,2.388,0.58,EXP,QSO,20211205,1.065,16.81,16.806,49.578,6.967,6.968,New Discovery,,Contaminant
J0055+0136,J005507.533+013639.124,39627821198345323,J005508+013639,13.78127,1.61087,00 55 07.504,+01 36 39.126,1.56225,0.00021,0,22.494,21.22,20.46,18.766,18.022,1.006,3.251,6.547,31.15,61.825,2528.528,1645.611,332.42,1.767,0.412,PSF,GALAXY,20211002,39627821198345331,J005508+013639,13.78151,1.61087,00 55 07.562,+01 36 39.121,1.56179,0.00048,0,20.106,19.102,18.398,18.251,18.709,9.069,22.869,43.739,50.069,32.828,885.347,510.382,85.266,1.481,0.35,SER,QSO,20211219,0.882,12.986,12.986,53.11,7.47,7.47,New Discovery,,Contaminant
J0057+0806,J005757.475+080632.665,39627977780103561,J005758+080631,14.49058,8.10862,00 57 57.738,+08 06 31.024,1.25769,0.00098,0,22.323,22.068,21.886,20.148,20.008,1.177,1.488,1.76,8.727,9.927,3142.558,895.037,156.54,2.933,0.612,PSF,QSO,20211108,39627977780103517,J005757+080634,14.48839,8.10953,00 57 57.213,+08 06 34.306,1.26124,0.00016,0,20.552,20.065,20.049,18.49,18.191,6.016,9.421,9.557,40.182,52.902,1561.727,447.783,143.823,2.17,0.48,PSF,QSO,20211129,8.466,13.18,13.175,470.47,70.656,70.68,New Discovery,,QP
J0101+0117,J010129.422+011739.223,39627815183717024,J010129+011739,15.37174,1.29426,01 01 29.218,+01 17 39.326,1.20177,0.00036,0,21.288,20.986,20.97,19.602,19.219,3.055,4.034,4.092,14.425,20.539,2534.023,1522.622,279.353,1.892,0.465,PSF,QSO,20211001,39627815183717087,J010130+011739,15.37344,1.2942,01 01 29.626,+01 17 39.120,1.20168,0.00031,0,19.144,18.86,19.165,18.248,17.88,22.003,28.578,21.576,50.214,70.458,899.48,606.176,206.187,1.903,0.445,PSF,QSO,20211002,6.123,13.261,13.261,12.641,50.791,50.79,New Discovery,,QP
J0103+1624,J010317.825+162401.824,39628178607574400,J010318+162359,15.82657,16.39985,01 03 18.377,+16 23 59.464,0.49738,7e-05,0,20.111,18.823,17.796,16.971,17.231,9.028,29.574,76.144,162.723,128.119,67.813,20.882,4.789,0.543,0.16,SER,QSO,20211015,39628178607574307,J010317+162404,15.82197,16.40116,01 03 17.272,+16 24 04.184,0.4982,2e-05,0,20.55,20.074,19.341,18.108,18.061,6.023,9.338,18.343,57.125,59.633,782.267,301.896,77.659,2.146,0.542,REX,QSO,20211202,16.595,18.071,18.055,164.699,101.015,101.105,New Discovery,,QP
J0105+1852,J010507.683+185255.575,39628236258282741,J010508+185256,16.28206,18.8822,01 05 07.696,+18 52 55.920,0.45269,3e-05,0,20.211,19.699,19.144,18.022,17.793,8.231,13.199,22.0,61.819,76.329,1061.566,381.382,107.358,2.042,0.486,PSF,QSO,20211102,39628236258282739,J010508+185255,16.28196,18.88201,01 05 07.671,+18 52 55.231,0.45269,5e-05,0,22.035,21.9,20.902,20.899,23.88,1.534,1.738,4.356,4.37,0.281,298.936,88.809,18.669,1.427,0.345,EXP,QSO,20211202,0.774,19.035,19.035,0.087,4.475,4.475,New Discovery,,Contaminant
