System,SysCenterName,TARGETID_A,CoordUqName_A,RA_A,DEC_A,RA_A_sexa,DEC_A_sexa,Z_A,ZERR_A,ZWARN_A,mag_g_A,mag_r_A,mag_z_A,mag_W1_A,mag_W2_A,flux_g_A,flux_r_A,flux_z_A,flux_W1_A,flux_W2_A,flux_ivar_g_A,flux_ivar_r_A,flux_ivar_z_A,flux_ivar_W1_A,flux_ivar_W2_A,MORPHTYPE_A,SPECTYPE_A,LASTNIGHT_A,TARGETID_B,CoordUqName_B,RA_B,DEC_B,RA_B_sexa,DEC_B_sexa,Z_B,ZERR_B,ZWARN_B,mag_g_B,mag_r_B,mag_z_B,mag_W1_B,mag_W2_B,flux_g_B,flux_r_B,flux_z_B,flux_W1_B,flux_W2_B,flux_ivar_g_B,flux_ivar_r_B,flux_ivar_z_B,flux_ivar_W1_B,flux_ivar_W2_B,MORPHTYPE_B,SPECTYPE_B,LASTNIGHT_B,sep_AB,110kpc_seplim_zA,110kpc_seplim_zB,delta_vr,rp_zA,rp_zB,match_type,match_cite,visual_class
J1230+0209,J123026.996+020946.720,39627842232781241,J123027+020948,187.6112156,2.163253932,12 30 26.692,+02 09 47.714,1.867128174,0.001032981,0,21.4709,21.44108,21.189152,19.882256,19.088846,2.5801227,2.6519659,3.3445594,11.145464,23.14522,1314.2571,629.86597,92.4895,2.839482,0.57263553,PSF,QSO,20220112,39627842232781296,J123027+020946,187.6137504,2.162701683,12 30 27.300,+02 09 45.726,1.873622041,0.00189723,0,23.003592,22.86544,22.574188,20.99097,19.783518,0.6288737,0.7142061,0.93395275,4.0143166,12.206557,1671.653,697.0856,95.782585,2.7393632,0.562649,PSF,QSO,20220210,9.332840023,13.0575963,13.06105524,678.2432741,78.62185195,78.60103064,New Discovery,,QP
J1230+0446,J123056.319+044641.665,39627902563651773,J123057+044640,187.7360214,4.777660913,12 30 56.645,+04 46 39.579,2.542903948,0.000919318,0,21.008295,20.893915,20.850872,20.536636,20.00467,3.9507697,4.389688,4.567215,6.100219,9.957096,581.7106,370.64294,69.96056,2.52736,0.5478103,PSF,QSO,20220429,39627902563651726,J123056+044644,187.7333068,4.778819393,12 30 55.994,+04 46 43.750,2.53199682,0.000853145,0,22.825462,22.617498,22.43667,21.775692,21.010044,0.74099493,0.8974304,1.0600626,1.9486036,3.9444115,1279.2954,486.51428,74.81356,2.6062024,0.55185294,PSF,QSO,20220506,10.59371514,13.67795401,13.6648944,924.3591653,85.19612403,85.27754642,New Discovery,,QP
J1231-0149,J123111.629-014913.187,39627745600209757,J123111-014910,187.7973161,-1.819354197,12 31 11.356,-01 49 09.675,2.043513772,0.001177503,0,20.973846,20.637081,19.982573,19.02037,18.428316,4.078132,5.561189,10.161816,24.651964,42.52788,562.5436,338.87506,89.83245,2.5911965,0.5440328,PSF,QSO,20220209,39627745600209805,J123112-014917,187.7995907,-1.82130549,12 31 11.902,-01 49 16.700,2.048720571,0.000831362,0,23.37731,23.462309,23.081148,22.811176,20.670649,0.44573444,0.4121698,0.5855187,0.7508095,5.3918877,839.0765,484.61038,75.988304,3.1097972,0.6238852,PSF,QSO,20220228,10.78577766,13.17319205,13.17722691,512.4422714,90.06439276,90.03681508,New Discovery,,QP
J1231-0403,J123132.945-040353.145,39627691271391508,J123133-040353,187.8870412,-4.064673111,12 31 32.890,-04 03 52.823,1.685678772,0.000414359,0,20.607195,20.440578,20.214397,19.727636,19.279234,5.7163887,6.6645126,8.208075,12.851254,19.422543,766.78687,421.9301,86.003456,2.629189,0.5858874,PSF,QSO,20220323,39627691271391515,J123133-040353,187.8874997,-4.064852083,12 31 33.000,-04 03 53.467,1.687234567,0.001686937,0,23.520397,23.49159,22.690855,20.916039,20.107456,0.39069808,0.40120253,0.83879924,4.301153,9.057694,1161.833,638.22314,93.36668,2.6563299,0.5884952,PSF,QSO,20220331,1.76789228,12.99099585,12.99129222,173.6174154,14.96945678,14.96911528,New Discovery,,QPC
J1231+0003,J123145.305+000322.969,39627787878796562,J123145+000319,187.9382021,0.055350719,12 31 45.169,+00 03 19.263,0.908582454,3.04e-05,0,21.803959,21.412962,20.594563,18.98979,19.089125,1.8985257,2.7215424,5.7832923,25.356203,23.13928,749.6995,402.4046,87.666534,2.4321043,0.5464929,PSF,GALAXY,20220104,39627787878796584,J123145+000327,187.9393422,0.057410103,12 31 45.442,+00 03 26.676,0.907436251,0.000165542,0,21.826704,21.501253,21.041132,19.88959,20.029697,1.8591657,2.5089881,3.833071,11.0704155,9.73018,757.523,407.85968,90.367874,2.7056677,0.5707524,PSF,QSO,20220204,8.473964861,14.08068013,14.08569916,180.0949096,66.1996528,66.17606443,New Discovery,,QP
J1231-0125,J123153.135-012521.674,39627751640010698,J123153-012521,187.9713619,-1.422571337,12 31 53.127,-01 25 21.257,1.098409174,0.000253682,0,19.807796,19.605797,19.526045,18.252213,17.806974,11.936628,14.377424,15.473264,50.016724,75.372086,147.27197,173.28856,52.364536,2.218471,0.48700616,PSF,QSO,20220104,39627751640010700,J123153-012522,187.9714258,-1.42280285,12 31 53.142,-01 25 22.090,1.099736758,0.00048633,0,22.581165,24.239872,22.86101,,20.292307,0.9279705,0.20139621,0.71712697,-0.15628925,7.639712,110.14795,65.143265,12.886219,1.987415,0.44152486,REX,QSO,20220309,0.864572479,13.46265848,13.45956706,189.6073301,7.064204507,7.065827026,New Discovery,,UT
J1232-0349,J123240.602-034906.293,39627697306996435,J123241-034908,188.169212,-3.819016823,12 32 40.611,-03 49 08.461,1.695837154,0.000953942,4,22.181086,21.480871,20.622166,19.008572,18.638367,1.3414233,2.5565336,5.63811,24.921352,35.047173,1201.1829,547.4864,91.193115,2.5540483,0.5799532,PSF,GALAXY,20220205,39627697306996433,J123241-034904,188.1691414,-3.817812595,12 32 40.594,-03 49 04.125,1.696142572,0.001231486,0,22.791708,22.625515,22.213158,20.809467,20.951696,0.7643936,0.8908288,1.3023767,4.744749,4.1621876,1711.7742,785.8809,128.81657,2.8101914,0.62483716,PSF,QSO,20220226,4.342638481,12.99302567,12.99309015,33.96221098,36.76512655,36.76494412,New Discovery,,QP
J1233+0342,J123305.458+034207.420,39627878463176937,J123305+034205,188.2723392,3.701513566,12 33 05.361,+03 42 05.449,1.837107048,0.001508699,0,21.917908,21.790333,21.513105,20.464813,19.686518,1.7093724,1.922502,2.4817474,6.5174084,13.347291,1461.2151,489.43646,98.09947,2.8695118,0.606559,PSF,QSO,20220330,39627878463176955,J123306+034209,188.273146,3.702608916,12 33 05.555,+03 42 09.392,1.823104518,0.000647343,0,21.400301,20.869297,20.517904,19.302519,19.00482,2.7534657,4.490364,6.2063828,19.010454,25.007614,1319.1147,386.80313,92.153404,2.6330943,0.5791922,PSF,QSO,20220429,4.893785049,13.04248954,13.03595467,1483.284864,41.27404927,41.29473979,New Discovery,,QP
J1233+0114,J123325.620+011450.391,39627818086172966,J123326+011452,188.3582067,1.247885559,12 33 25.970,+01 14 52.388,1.687459344,0.000482122,0,21.446526,21.302586,20.899254,19.738335,19.148943,2.6386976,3.0127695,4.368159,12.725239,21.898918,914.4411,679.6806,80.6178,2.9024644,0.5630777,PSF,QSO,20220204,39627818086172898,J123325+011448,188.3552899,1.246776178,12 33 25.270,+01 14 48.394,1.673955927,0.000779454,0,22.585354,22.481804,22.117983,21.286188,20.719143,0.92439693,1.0169005,1.4216954,3.0586119,5.1563516,1472.49,764.8962,83.77485,3.1214862,0.5919373,PSF,QSO,20220207,11.23201951,12.99133548,12.98893354,1510.132054,95.10355183,95.12113858,New Discovery,,QP
J1233+0216,J123348.884+021623.951,39627842245366900,J123349+021622,188.4532997,2.272741342,12 33 48.792,+02 16 21.869,1.495658018,0.000801243,0,21.858238,21.578066,21.622492,21.124931,20.404968,1.805947,2.3376195,2.2439003,3.548356,6.88673,1003.0162,250.71274,83.23486,3.1453016,0.6229829,PSF,QSO,20220112,39627842245366926,J123349+021626,188.454067,2.273897966,12 33 48.976,+02 16 26.033,1.504419005,0.0006033,0,20.415472,20.143442,20.1433,19.7089,19.0088,6.8204236,8.762406,8.763563,13.074939,24.916084,679.2202,183.01723,75.49939,2.786177,0.5596328,PSF,QSO,20220301,4.995540648,12.99964403,12.99704586,1050.575007,42.27111685,42.27956704,New Discovery,,QP
J1235+3059,J123531.640+305954.524,39628501711587451,J123532+305955,188.8818004,30.99862918,12 35 31.632,+30 59 55.065,1.910067046,0.000293366,0,20.492535,20.478437,20.225445,20.22849,19.818203,6.353103,6.4361286,8.124973,8.102219,11.822763,686.6151,301.93927,73.934975,3.682355,0.8185676,PSF,QSO,20220420,39628501711587452,J123532+305954,188.8818704,30.9983286,12 35 31.649,+30 59 53.983,1.910327952,0.000661727,0,22.81762,29.165842,24.565718,22.72247,,0.7463666,0.002156071,0.1491809,0.81472695,-2.038084,873.7142,425.6416,77.357315,3.7291129,0.82433,PSF,QSO,20220427,1.103443857,13.08167963,13.08183452,26.87712339,9.278535153,9.278425293,New Discovery,,UT
J1235-0344,J123543.258-034403.857,39627697319579973,J123543-034403,188.9295791,-3.734138874,12 35 43.099,-03 44 02.900,1.465936141,0.000246329,0,19.602726,19.309355,19.386696,18.65599,17.944273,14.418143,18.891134,17.592258,34.482872,66.41873,593.7958,221.91986,124.67849,2.2510011,0.4996263,PSF,QSO,20220324,39627697319580006,J123543-034405,188.9309006,-3.734670446,12 35 43.416,-03 44 04.814,1.468906587,0.000814004,0,23.267912,22.907888,22.539,20.305809,20.014063,0.49298713,0.6868223,0.964718,7.5453014,9.87131,1747.6108,613.8037,154.48434,2.586875,0.5564021,PSF,QSO,20220404,5.118404546,13.01028482,13.00909135,360.9102178,43.2753401,43.27931022,New Discovery,,QP
J1235+6159,J123555.907+615931.376,39633410683047211,J123556+615932,188.9826778,61.99234765,12 35 55.843,+61 59 32.452,1.158782945,0.000463071,0,21.483688,21.377544,21.179363,19.324377,19.205158,2.5499103,2.8117874,3.3748543,18.631569,20.79394,323.84232,155.18915,109.7963,4.066323,1.1381614,PSF,QSO,20210407,39633410683047215,J123556+615930,188.9832105,61.99174992,12 35 55.971,+61 59 30.300,1.148979917,0.000770439,4,22.909815,22.197144,22.173252,19.928686,19.679996,0.6856048,1.3217288,1.3511358,10.678875,13.427698,392.2874,174.08165,111.960304,4.150055,1.1456271,PSF,QSO,20210409,2.332685603,13.33561368,13.35444021,1364.454856,19.24136546,19.21423979,New Discovery,,QP
J1236+0412,J123645.549+041226.393,39627890538581305,J123646+041227,189.1898282,4.207483849,12 36 45.559,+04 12 26.942,1.60673818,0.000468424,0,20.70106,20.36793,20.368292,19.50806,18.404255,5.242953,7.1257114,7.1233306,15.731697,43.48086,687.9532,180.87509,77.62198,2.717111,0.55787116,PSF,QSO,20220112,39627890538581302,J123646+041226,189.1897491,4.207178849,12 36 45.540,+04 12 25.844,1.605117514,0.001674835,0,23.089901,25.65312,24.150187,21.036345,,0.58081764,0.054796427,0.21873869,3.8500135,-10.640827,431.70486,97.793884,31.368855,2.5227504,0.52526116,EXP,QSO,20220503,1.134162607,12.98323263,12.98323056,186.4455629,9.609154394,9.609155929,New Discovery,,UT
J1236+6249,J123659.695+624956.810,39633419134566623,J123660+624958,189.2488952,62.83266236,12 36 59.735,+62 49 57.584,1.501042888,0.000638105,0,22.730093,22.130665,21.881565,20.175615,19.876968,0.80902696,1.4051868,1.7675601,8.506563,11.199857,434.97015,184.86917,94.34714,4.082629,0.95582694,PSF,QSO,20210410,39633419134566620,J123660+624956,189.2485636,62.83223184,12 36 59.655,+62 49 56.035,1.497488215,0.000630022,0,20.103136,19.832973,19.746777,19.179598,18.234524,9.093801,11.663015,12.626683,21.289257,50.838276,254.9549,102.012375,60.84134,3.9212477,0.91555834,SER,QSO,20210416,1.642901721,12.99801874,12.99908144,426.3909388,13.90359508,13.90245844,New Discovery,,QPC
J1237+3104,J123700.837+310442.763,39628501715783104,J123701+310443,189.2534879,31.07869491,12 37 00.837,+31 04 43.302,1.628704699,0.001042031,0,20.73156,20.744879,20.70216,19.37185,18.848223,5.097725,5.035569,5.237641,17.834465,28.887566,518.5845,242.09848,56.19063,3.3699124,0.7468567,PSF,QSO,20220420,39628501715783103,J123701+310442,189.2534878,31.07839566,12 37 00.837,+31 04 42.224,1.631673189,0.001196816,0,23.117182,25.22549,24.369707,,,0.5664054,0.08124632,0.17869693,-1.3750398,-2.4603581,635.66693,326.01337,57.684265,3.4270296,0.7575778,PSF,QSO,20220427,1.077294521,12.98390733,12.98408935,338.3524546,9.126867151,9.126739209,New Discovery,,UT
J1237+3314,J123704.062+331423.029,39632945895440545,J123704+331422,189.2669876,33.2395141,12 37 04.077,+33 14 22.251,1.287743117,0.000100281,0,21.411106,20.684196,20.267256,17.96745,17.621723,2.7261994,5.3250237,7.8180394,65.01605,89.39444,391.8174,121.900505,76.87048,1.852338,0.43576434,PSF,GALAXY,20210515,39632945895440544,J123704+331424,189.2668631,33.23994666,12 37 04.047,+33 14 23.808,1.290806214,0.000144588,0,18.31342,18.075947,18.129122,18.051092,17.221516,47.275043,58.833015,56.0211,60.195374,129.23909,120.444496,55.274586,50.159588,1.8455992,0.42959315,PSF,QSO,20220420,1.601697,13.14336952,13.13991701,401.1284482,13.40498491,13.40850707,Lensed Quasar Candidate,SLED,QPC
J1238+3831,J123843.179+383136.825,39633048886576468,J123843+383135,189.6803437,38.52647474,12 38 43.282,+38 31 35.309,1.603511271,0.001239431,2,22.862997,22.845833,22.575537,20.261007,20.20167,0.7158158,0.72722137,0.93279225,7.8631563,8.304852,552.9493,260.80377,117.78946,3.972837,0.9451818,PSF,QSO,20210516,39633048886576458,J123843+383138,189.6794836,38.5273172,12 38 43.076,+38 31 38.342,1.586939636,0.000815493,2,22.384083,22.58413,22.164165,20.52377,20.328747,1.1126716,0.92543983,1.3624909,6.1729436,7.3875647,529.31116,257.55884,131.12207,4.025286,0.9443172,PSF,QSO,20220107,3.881555867,12.98323508,12.98366852,1914.30432,32.88634482,32.88524695,New Discovery,,QP
J1239+3211,J123902.247+321154.177,39628527493972440,J123902+321155,189.7593689,32.19852058,12 39 02.249,+32 11 54.674,1.106324075,0.000130186,0,19.57454,19.20384,19.385832,18.167946,17.684055,14.797356,20.819185,17.60627,54.053257,84.4069,917.5207,317.9498,125.23707,2.7490604,0.62408394,PSF,QSO,20220427,39628527493972438,J123902+321154,189.7593568,32.19824418,12 39 02.246,+32 11 53.679,1.105629295,0.000353668,0,22.216372,23.17918,22.994251,,22.082952,1.2985281,0.53496796,0.63430697,-4.835177,1.4683151,1392.7426,561.6872,138.95703,2.7862763,0.6298865,PSF,QSO,20220428,0.995743668,13.44443531,13.4460151,98.90413282,8.146999192,8.146041987,New Discovery,,UT
J1239+0125,J123938.374+012506.691,39627824151137515,J123938+012507,189.9099778,1.41871787,12 39 38.395,+01 25 07.384,2.005625502,0.000407365,0,19.856749,19.634546,19.328466,18.709532,18.412973,11.410399,14.001714,18.5615,32.823666,43.133102,528.4084,207.15092,109.368324,2.3025963,0.52097666,PSF,QSO,20220209,39627824151137512,J123938+012506,189.9098072,1.418332843,12 39 38.354,+01 25 05.998,2.003069902,0.000821305,0,22.703562,22.215097,21.365286,20.206636,19.941555,0.8290394,1.3000535,2.843714,8.266948,10.553054,664.6458,184.73637,59.10605,2.2487066,0.5088185,EXP,QSO,20220322,1.516038486,13.14482965,13.14298125,255.013609,12.68667895,12.68846317,New Discovery,,QPC
J1241+0307,J124114.862+030759.163,39627866433913980,J124115+030760,190.3118427,3.133228933,12 41 14.842,+03 07 59.624,1.863605399,0.000176412,0,19.585367,19.61138,19.26751,19.287012,18.860636,14.650516,14.303703,19.633446,19.283909,28.559193,511.5789,201.25119,77.79644,2.5407014,0.5703609,PSF,QSO,20220503,39627866433913984,J124115+030759,190.3120071,3.132972687,12 41 14.882,+03 07 58.702,1.864005286,0.000386519,0,22.93154,23.983364,23.201775,21.71906,,0.67202264,0.25506717,0.5239506,2.0529377,-6.2254806,618.5998,226.29602,55.74875,2.492639,0.5614898,EXP,QSO,20220505,1.095497581,13.05574794,13.05595676,41.86149891,9.230013824,9.229866198,New Discovery,,UT
J1241+3744,J124144.755+374410.068,39633034604970410,J124145+374411,190.4356006,37.73641065,12 41 44.544,+37 44 11.078,2.799754802,0.001253256,0,21.459822,21.226673,21.075855,20.31887,19.882679,2.6065807,3.230951,3.7124243,7.455069,11.1411085,376.00238,234.2685,126.7135,3.9876096,0.9260889,PSF,QSO,20210516,39633034604970430,J124145+374409,190.4373605,37.73584908,12 41 44.967,+37 44 09.057,2.81885931,0.00027957,0,22.43105,21.926823,22.042835,20.791714,20.768639,1.0655661,1.6953965,1.5235817,4.8229713,4.9265676,440.95654,256.1842,133.92001,4.1148825,0.9626252,PSF,QSO,20220107,5.402823405,14.00429546,14.02985343,1503.52469,42.43773468,42.36042649,New Discovery,,QP
J1242+3907,J124203.897+390753.703,39633063038159171,J124204+390753,190.5155525,39.13132251,12 42 03.733,+39 07 52.761,0.766192168,1.76e-05,0,21.265966,21.143795,20.82781,20.069029,19.520258,3.1161168,3.4872425,4.665262,9.384016,15.555955,541.8812,165.35219,134.67133,3.6810575,0.9193369,PSF,GALAXY,20210516,39633063038159181,J124204+390755,190.5169226,39.13184583,12 42 04.061,+39 07 54.645,0.768005772,6.74e-05,0,21.963343,21.657478,20.861156,19.4226,19.490778,1.6393157,2.1727464,4.5241566,17.020023,15.984135,389.18646,101.25904,56.777855,3.3681345,0.8732275,DEV,QSO,20220427,4.264615503,14.87381952,14.86117666,307.6822094,31.53915543,31.56598676,New Discovery,,QP
J1242+3639,J124205.618+363910.179,39633015323757644,J124206+363912,190.5247415,36.65319849,12 42 05.938,+36 39 11.515,2.009687504,0.000356741,0,20.106583,19.527765,19.123531,19.049252,18.5612,9.06498,15.448756,22.417498,24.004875,37.628777,345.38303,96.53498,85.975464,3.2011971,0.7280735,PSF,QSO,20210516,39633015323757609,J124205+363909,190.5220768,36.65245671,12 42 05.298,+36 39 08.844,2.008267728,0.000939342,0,21.231892,21.193989,21.05998,20.194735,19.84931,3.2154624,3.3296976,3.7671065,8.358072,11.488844,499.9574,145.58954,124.84097,3.67811,0.8334818,PSF,QSO,20220107,8.146126739,13.1477847,13.14674945,141.4560928,68.15398658,68.15935341,New Discovery,,QP
J1243+3315,J124308.891+331545.634,39632945916412493,J124309+331550,190.7872053,33.26379428,12 43 08.929,+33 15 49.659,1.777522259,0.000500985,0,20.903942,20.762115,20.512983,19.615593,19.047943,4.3493404,4.9562597,6.234571,14.248293,24.0338,574.69006,213.8915,86.27469,3.499631,0.7981845,PSF,QSO,20210515,39632945916412488,J124309+331542,190.7868864,33.26155783,12 43 08.853,+33 15 41.608,1.771455018,0.00120084,0,22.152828,21.590069,21.69149,20.066765,19.92836,1.3767923,2.3119185,2.1057358,9.403597,10.682091,680.16833,179.34242,91.57451,3.614295,0.82601255,PSF,QSO,20220326,8.108247534,13.01705154,13.0148193,655.5850365,68.51837579,68.53012776,New Discovery,,QP
J1243-0530,J124311.619-053004.139,39627655175209092,J124312-053004,190.7983382,-5.501083076,12 43 11.601,-05 30 03.899,0.1683973,9.51e-06,0,17.582542,17.314796,17.083563,15.66277,15.401348,92.67938,118.599014,146.74896,543.11523,690.9723,157.84843,80.862686,38.52581,0.50378644,0.16187063,PSF,QSO,20220103,39627655175209098,J124312-053004,190.798487,-5.501216466,12 43 11.637,-05 30 04.379,0.168603065,2.57e-05,0,19.761316,18.555447,17.546343,17.009382,17.573845,12.458714,37.828724,95.82144,157.12558,93.42475,85.636604,28.458626,5.0401964,0.4325597,0.13557555,SER,QSO,20220131,0.717559467,38.24963093,38.21161441,52.79146723,2.063589633,2.065642686,New Discovery,,UT
J1243+6215,J124330.361+621537.976,39633413539366202,J124330+621537,190.8736807,62.26020134,12 43 29.683,+62 15 36.725,2.318568671,0.000302106,0,20.21077,20.268112,19.862667,19.984598,19.453243,8.235541,7.8118725,11.348359,10.142864,16.546358,202.97633,94.92716,78.16613,5.1124277,1.2941924,PSF,QSO,20210410,39633413539366250,J124331+621539,190.8793306,62.26089644,12 43 31.039,+62 15 39.227,2.31753977,0.000976016,0,22.880783,22.90989,22.128326,21.35028,21.503927,0.70418465,0.6855579,1.4082161,2.8832881,2.5028167,362.6553,160.0499,85.56158,5.6567354,1.4451367,PSF,QSO,20210417,9.792208087,13.42534618,13.4242727,92.96307896,80.23203843,80.23845422,New Discovery,,QP
J1244+0439,J124418.454+043906.524,39627902622368907,J124419+043905,191.0774081,4.651471448,12 44 18.578,+04 39 05.297,1.269756797,0.001172696,0,22.04736,21.663109,21.5949,19.58552,19.099632,1.5172465,2.1615052,2.301653,14.648462,22.916431,806.94995,446.27368,70.99842,2.6567545,0.59232575,PSF,QSO,20220429,39627902622368882,J124418+043908,191.076372,4.652152854,12 44 18.329,+04 39 07.750,1.271272076,0.000993488,4,22.94273,22.568558,22.448921,20.6618,19.934225,0.6651323,0.9388086,1.0481699,5.4360056,10.624532,933.54565,578.6945,72.66222,2.7426913,0.59088373,PSF,QSO,20220503,4.454058264,13.16459318,13.16274152,200.0733584,37.21698062,37.22221609,New Discovery,,QP
J1245+0055,J124553.293+005524.864,39627812096708219,J124554+005525,191.4731024,0.923499006,12 45 53.545,+00 55 24.596,2.255869336,0.001163114,4,23.145908,22.712584,22.062336,20.722313,20.62562,0.55161583,0.82217973,1.496462,5.1413217,5.6202006,1143.0784,518.901,102.480225,2.8389971,0.59215003,PSF,QSO,20220204,39627812096708179,J124553+005525,191.4710049,0.923647695,12 45 53.041,+00 55 25.132,2.271990045,0.000525509,0,22.447886,22.793093,21.730696,18.97937,18.56945,1.0491707,0.76341856,2.0310557,25.600727,37.343887,851.72894,328.68658,62.816032,2.600842,0.56105304,EXP,QSO,20220309,7.569186603,13.36154029,13.37762628,1480.689701,62.31396297,62.23903326,New Discovery,,QP
J1246-0024,J124614.117-002451.440,39627775862113530,J124614-002449,191.5577188,-0.413718953,12 46 13.853,-00 24 49.388,2.312584717,0.000753377,0,21.428713,21.268925,20.85064,20.15592,19.626686,2.6823463,3.1076362,4.568195,8.662275,14.103468,885.8034,418.13205,155.58778,2.8334296,0.5989214,PSF,QSO,20220106,39627775862113585,J124614-002453,191.5599205,-0.414858552,12 46 14.381,-00 24 53.491,2.298314178,0.000479082,0,23.596075,23.833572,23.189959,22.746447,21.885221,0.36439297,0.2928002,0.52968365,0.7969316,1.7616165,1267.5115,547.7917,169.7532,3.1276736,0.6196291,PSF,QSO,20220228,8.924604067,13.41911499,13.40437313,1294.286932,73.1573169,73.23777386,New Discovery,,QP
J1246-0048,J124640.671-004802.219,39627769822318149,J124640-004804,191.6683633,-0.801094625,12 46 40.407,-00 48 03.941,1.920046625,0.000686142,0,21.983208,21.75422,21.08026,19.814123,19.17209,1.6095957,1.9875237,3.6974006,11.867267,21.436987,1789.1873,536.82074,120.95349,2.8409388,0.54976726,PSF,QSO,20220106,39627769822318211,J124641-004800,191.6705627,-0.800138165,12 46 40.935,-00 48 00.497,1.909486059,0.003344859,0,23.181667,23.08826,22.23606,21.875511,22.155382,0.53374386,0.5816959,1.2751943,1.7774429,1.3735576,1180.5599,347.82645,61.593826,2.9153924,0.5678586,EXP,QSO,20220228,8.633387347,13.08767574,13.08133508,1086.185851,72.56235774,72.59752947,New Discovery,,QP
J1246+6051,J124643.922+605136.074,39633396162367008,J124644+605135,191.6828141,60.85970396,12 46 43.875,+60 51 34.934,1.888181601,0.001818974,0,23.259844,22.945929,22.17813,20.238369,20.06629,0.49666417,0.66317517,1.3450798,8.028826,9.407716,687.0936,228.08794,80.6496,4.6938734,1.2661272,PSF,QSO,20210407,39633396162367011,J124644+605137,191.6832061,60.86033696,12 46 43.969,+60 51 37.213,1.899777601,0.001990967,0,23.689337,23.26695,22.343336,20.072603,19.99675,0.33439916,0.49342316,1.1552231,9.353172,10.029986,710.6074,231.93515,81.03459,4.681023,1.265236,PSF,QSO,20210417,2.380120989,13.06905061,13.07565204,1201.250177,20.03307791,20.02296391,New Discovery,,QP
J1246+3231,J124659.294+323129.479,39632930678508491,J124659+323134,191.7464739,32.52606255,12 46 59.154,+32 31 33.825,1.824958381,0.002063503,0,22.704407,22.494955,22.048553,19.496107,19.34511,0.82839537,1.0046569,1.51558,15.905859,18.279146,364.10834,143.34784,148.92471,3.4370775,0.8132386,PSF,QSO,20220326,39632930678508506,J124659+323125,191.7476399,32.52364826,12 46 59.434,+32 31 25.134,1.833166415,0.000956494,0,21.42055,21.087097,20.37236,19.693607,19.74977,2.7025928,3.674183,7.0966864,13.260414,12.591931,293.302,118.00003,130.44579,3.262733,0.7729226,PSF,QSO,20220502,9.384470927,13.03680072,13.04061696,869.7958494,79.18290879,79.15973652,New Discovery,,QP
J1248+3408,J124803.644+340855.315,39632966061657309,J124804+340854,192.0154928,34.14840918,12 48 03.718,+34 08 54.273,0.873675357,0.000105489,0,20.585194,20.124687,20.121582,18.977177,18.705675,5.833415,8.915071,8.94061,25.652498,32.940464,438.14523,230.05089,96.035194,2.8068762,0.6614711,PSF,QSO,20220124,39632966061657303,J124804+340856,192.0148723,34.14898821,12 48 03.569,+34 08 56.358,0.872858613,0.000326664,0,22.251175,22.083107,21.414377,19.208738,18.572287,1.2575629,1.4681063,2.7179987,20.725481,37.2465,705.8633,334.30618,104.25874,2.8638873,0.66268945,PSF,QSO,20220326,2.786130093,14.24224973,14.24625445,130.7094783,21.51867271,21.51262366,New Discovery,,QP
J1248+3317,J124804.061+331708.245,39632945933189994,J124804+331705,192.0182111,33.28483325,12 48 04.371,+33 17 05.400,1.267834142,0.00162917,0,20.897764,20.68078,20.96087,19.238348,18.605375,4.3741584,5.3418045,4.127166,20.167917,36.128525,467.03793,248.28915,92.56033,3.2255116,0.711257,PSF,QSO,20220107,39632945933189972,J124804+331711,192.0156346,33.28641381,12 48 03.752,+33 17 11.090,1.27604339,0.000264843,0,19.563292,19.394629,19.490534,18.812838,18.052298,14.951441,17.464193,15.98771,29.844551,60.128593,246.74316,152.61209,77.66104,2.7793603,0.62398756,PSF,QSO,20220428,9.617394259,13.16695977,13.15698822,1083.246894,80.34606223,80.40695571,New Discovery,,QP
J1248+0350,J124837.451+035011.923,39627878526094245,J124838+035011,192.1578642,3.836478238,12 48 37.887,+03 50 11.322,2.349746718,0.000404599,0,20.803324,20.57464,20.466105,20.521313,20.000599,4.7716675,5.890388,6.5096602,6.1869216,9.994485,983.47614,319.1362,65.12061,2.8766081,0.61727625,PSF,QSO,20220424,39627878526094178,J124837+035013,192.1542235,3.836812117,12 48 37.014,+03 50 12.524,2.339294639,0.000300411,0,20.977417,21.18219,20.763397,20.558346,19.872175,4.0647416,3.3660789,4.9504056,5.9794545,11.249423,1057.7205,374.01282,66.991554,2.8372147,0.6175562,PSF,QSO,20220505,13.13245913,13.45827554,13.44715079,936.8919644,107.3369691,107.4257683,New Discovery,,QP
J1248+0403,J124844.081+040347.087,39627884557503654,J124844+040345,192.1848309,4.062638523,12 48 44.359,+04 03 45.499,1.525216765,0.001070132,0,23.184404,22.80983,22.416845,20.684488,20.16023,0.53240025,0.75174034,1.0795976,5.323593,8.627957,1710.3494,475.63803,94.7403,2.9636483,0.6450008,PSF,QSO,20220424,39627884557503613,J124844+040349,192.1825067,4.063521044,12 48 43.802,+04 03 48.676,1.534857441,0.000960953,0,22.695,21.829584,21.425652,19.688002,18.967249,0.83560294,1.8542423,2.6899219,13.3290615,25.888126,1604.2,438.56592,92.2496,2.761201,0.6027794,PSF,QSO,20220429,8.930449736,12.99182089,12.98983723,1142.35558,75.6129168,75.62446351,New Discovery,,QP
