System,SysCenterName,TARGETID_A,CoordUqName_A,RA_A,DEC_A,RA_A_sexa,DEC_A_sexa,Z_A,ZERR_A,ZWARN_A,mag_g_A,mag_r_A,mag_z_A,mag_W1_A,mag_W2_A,flux_g_A,flux_r_A,flux_z_A,flux_W1_A,flux_W2_A,flux_ivar_g_A,flux_ivar_r_A,flux_ivar_z_A,flux_ivar_W1_A,flux_ivar_W2_A,MORPHTYPE_A,SPECTYPE_A,LASTNIGHT_A,TARGETID_B,CoordUqName_B,RA_B,DEC_B,RA_B_sexa,DEC_B_sexa,Z_B,ZERR_B,ZWARN_B,mag_g_B,mag_r_B,mag_z_B,mag_W1_B,mag_W2_B,flux_g_B,flux_r_B,flux_z_B,flux_W1_B,flux_W2_B,flux_ivar_g_B,flux_ivar_r_B,flux_ivar_z_B,flux_ivar_W1_B,flux_ivar_W2_B,MORPHTYPE_B,SPECTYPE_B,LASTNIGHT_B,sep_AB,110kpc_seplim_zA,110kpc_seplim_zB,delta_vr,rp_zA,rp_zB,match_type,match_cite,visual_class
J0007+0758,J000722.884+075827.413,39627977570387427,J000723+075827,1.845415337,7.974088746,00 07 22.900,+07 58 26.719,1.225900333,6.91e-05,0,23.2574,22.825308,21.92107,20.50338,19.720741,0.49778312,0.7410995,1.7044029,6.289968,12.93313,1487.0049,546.7413,129.9521,2.4277625,0.5336035,PSF,GALAXY,20211030,39627977570387423,J000723+075828,1.845287164,7.974474268,00 07 22.869,+07 58 28.107,1.225441276,0.000223004,0,20.545416,19.961761,19.769815,18.396456,18.013899,6.0510883,10.358466,12.36157,43.794323,62.29315,1020.30145,359.8081,120.17558,2.3693397,0.5255665,PSF,QSO,20211106,1.46117095,13.22351816,13.22419152,61.83386298,12.1547687,12.15414979,New Discovery,,QPC
J0012+0900,J001214.315+090030.033,39628001515667942,J001214+090029,3.058621974,9.008017874,00 12 14.069,+09 00 28.864,0.903021181,8.42e-05,0,20.98089,20.727942,20.19447,18.417746,17.895214,4.0517645,5.1147375,8.360118,42.943947,69.488716,1543.9297,557.6087,109.98861,2.3350446,0.5395982,PSF,QSO,20211030,39628001515667974,J001215+090031,3.060667803,9.008667179,00 12 14.560,+09 00 31.202,0.902547319,0.000172464,0,23.200071,22.55518,21.648518,20.095201,20.416512,0.52477336,0.950447,2.1907494,9.160507,6.8138943,2425.859,772.2025,115.15596,2.955594,0.633158,PSF,QSO,20211128,7.640489036,14.10520777,14.10731829,74.65927088,59.58464479,59.57573066,New Discovery,,LQC
J0013+2258,J001329.768+225848.711,39628326473566746,J001330+225845,3.373318096,22.97924926,00 13 29.596,+22 58 45.297,1.91800486,0.000842428,0,23.453035,23.0432,22.65671,19.892096,19.466484,0.41570532,0.60634536,0.8655984,11.044909,16.34582,2057.6667,641.23193,128.80972,3.1970692,0.6866097,PSF,QSO,20211104,39628326473566780,J001330+225852,3.374749383,22.9811455,00 13 29.940,+22 58 52.124,1.913397977,0.000368978,0,20.886118,20.672277,20.102665,19.256704,18.760935,4.421328,5.3838,9.097753,19.82981,31.305895,1346.9717,515.6477,118.23521,2.8888164,0.63417494,PSF,QSO,20211111,8.312839015,13.08643706,13.08366467,473.679731,69.87480915,69.88961543,New Discovery,,QP
J0017+1104,J001754.022+110427.720,39628049183934740,J001754+110431,4.474852228,11.07522193,00 17 53.965,+11 04 30.799,1.713564043,0.002406195,0,23.400703,22.549925,21.810099,19.36381,19.085821,0.43623334,0.95505816,1.8878192,17.967037,23.2098,2314.0168,495.33002,117.81418,2.5153668,0.59216833,PSF,QSO,20211102,39628049183934748,J001754+110425,4.475335147,11.07351161,00 17 54.080,+11 04 24.642,1.707503863,0.001142528,2,22.675083,22.410069,21.953619,20.573029,20.406843,0.851073,1.086358,1.6540637,5.8991375,6.8748426,2151.5312,485.09384,117.38451,2.9149048,0.64574546,PSF,QSO,20211129,6.389145357,12.99709487,12.99562936,670.2723739,54.07408325,54.08018112,New Discovery,,QP
J0018+0256,J001811.461+025640.322,39627857281943073,J001811+025640,4.547455221,2.944473955,00 18 11.389,+02 56 40.106,2.46372599,0.000187588,0,19.478827,19.539766,19.152323,19.229082,18.871244,16.161036,15.278962,21.830862,20.340755,28.281475,684.3885,904.4874,225.072,2.5289705,0.5313336,PSF,QSO,20211007,39627857281943090,J001812+025641,4.54805112,2.944593753,00 18 11.532,+02 56 40.538,2.477789264,0.000529998,0,22.482798,22.367891,22.066643,19.737116,19.509672,1.0159707,1.1293887,1.4905382,12.739536,15.708362,1750.0549,1975.805,295.44812,2.576271,0.53733283,PSF,QSO,20211010,2.185381034,13.58484401,13.60108829,1214.738644,17.69559619,17.67446169,Dual AGN Candidate,BigMAC,QP
J0018+0651,J001829.783+065150.683,39627947627251846,J001830+065153,4.62524573,6.864760754,00 18 30.059,+06 51 53.139,2.222266992,0.000145414,0,19.65435,19.569197,19.202625,19.19082,18.784468,13.7486515,14.870362,20.842491,21.070356,30.634674,572.1603,261.82578,89.36969,2.6543927,0.5769451,PSF,QSO,20211013,39627947627251802,J001830+065148,4.622944213,6.863396301,00 18 29.507,+06 51 48.227,2.229160024,0.000870858,0,22.47061,22.451136,22.038094,21.700642,21.237827,1.0274397,1.046033,1.5302494,2.0880635,3.19793,1280.756,439.21216,106.57888,2.3356376,0.5794505,PSF,QSO,20211127,9.581042826,13.32875302,13.33539537,640.6269487,79.07076601,79.03138098,New Discovery,,LQC
J0019+0130,J001947.216+013003.509,39627821047355882,J001947+013004,4.946580844,1.50098153,00 19 47.179,+01 30 03.534,2.704575193,0.000213048,0,20.994553,20.6939,20.454128,19.869747,19.655275,4.0010924,5.277645,6.581865,11.274604,13.736924,2173.718,1701.0043,298.54868,2.8015468,0.5772285,PSF,QSO,20211001,39627821047355891,J001947+013003,4.946889281,1.500968001,00 19 47.253,+01 30 03.485,2.704258305,0.000604337,0,23.067423,22.769085,22.73126,21.81955,20.58946,0.5929671,0.78048784,0.808157,1.8714579,5.8105354,2729.1008,2317.1375,332.34705,2.7932465,0.5746604,PSF,QSO,20211006,1.111062076,13.879445,13.87903655,25.64522186,8.805599102,8.805858249,Lensed Quasar Candidate,SLED,QPC
J0020+0626,J002031.359+062651.186,39627941629396988,J002031+062655,5.130619889,6.448619967,00 20 31.349,+06 26 55.032,1.759481961,0.001657792,0,22.015888,21.824818,21.520647,20.209389,19.824833,1.561869,1.8623986,2.4645708,8.246027,11.75078,1457.0973,633.85583,90.19723,2.9082263,0.6321176,PSF,QSO,20211106,39627941629396991,J002031+062647,5.130707738,6.4464831,00 20 31.370,+06 26 47.339,1.7541247,0.001021609,0,21.6206,21.42981,21.125368,19.468515,19.005342,2.2478108,2.6796386,3.5469294,16.31525,24.995567,1356.297,595.3807,86.97067,2.7185245,0.5843953,PSF,QSO,20211127,7.69913735,13.01061714,13.00882534,582.5829133,65.09338487,65.10235065,New Discovery,,LQC
J0023+0914,J002351.733+091403.177,39628007534496207,J002352+091404,5.965780765,9.234506648,00 23 51.787,+09 14 04.224,1.889373128,0.001031676,0,21.1059,21.242727,20.61799,20.038206,19.516577,3.6111028,3.18353,5.659832,9.654233,15.608779,1486.2236,632.9082,119.49979,2.851981,0.61506236,PSF,QSO,20211102,39628007534496196,J002352+091402,5.965328938,9.23392486,00 23 51.679,+09 14 02.129,1.892591713,0.00106958,0,22.460299,21.879717,21.232958,19.76188,19.47012,1.037243,1.7705691,3.2123075,12.452242,16.291182,2143.4148,708.98456,123.03726,2.820369,0.6161244,PSF,QSO,20211127,2.6389945,13.06971946,13.07153707,333.7645113,22.21083598,22.20774754,New Discovery,,QP
J0024-0128,J002424.050-012826.726,39627748590751298,J002424-012826,6.100904157,-1.473833863,00 24 24.217,-01 28 25.802,2.054334306,9.71e-05,0,18.581163,18.498367,18.306374,18.279999,17.765451,36.94323,39.870647,47.582897,48.752945,78.310356,570.7829,613.229,177.97612,2.119996,0.46336302,PSF,QSO,20211002,39627748590751252,J002424-012828,6.099511321,-1.474347499,00 24 23.883,-01 28 27.651,2.048852134,0.000106227,0,18.733135,18.652918,18.482172,18.315752,17.807793,32.117832,34.58062,40.46982,47.173634,75.31522,630.0967,681.65533,143.57332,2.121645,0.46880785,PSF,QSO,20211005,5.342732164,13.18161333,13.17732928,538.5757418,44.58487164,44.59936651,New Discovery,,QP
J0028+0746,J002826.374+074611.001,39627971669001346,J002826+074611,7.108969608,7.769755194,00 28 26.153,+07 46 11.119,1.863376101,0.001141958,0,21.841835,21.485388,21.181477,19.547087,18.98472,1.8334373,2.54592,3.3682888,15.176269,25.474855,894.60004,544.57135,120.57213,2.8215091,0.59264964,PSF,QSO,20211109,39627971669001382,J002827+074611,7.110811539,7.769689695,00 28 26.595,+07 46 10.883,1.849993515,0.001168601,0,21.438042,21.388397,21.23706,19.976366,19.520912,2.6593997,2.7838213,3.2001908,10.220064,15.546581,821.8482,531.2241,120.93553,2.9025242,0.5992308,PSF,QSO,20211126,6.574306946,13.05562832,13.04879368,1404.424583,55.39172431,55.42073714,New Discovery,,QP
J0029-0129,J002935.978-012942.713,39627748611724918,J002936-012944,7.39951962,-1.495507656,00 29 35.885,-01 29 43.828,2.384365291,0.000653911,4,21.77465,21.147217,20.563982,19.66688,19.169205,1.9504716,3.4762702,5.948501,13.590889,21.49405,2932.5762,1900.4196,368.05212,2.7539072,0.564756,PSF,QSO,20211002,39627748611724949,J002936-012942,7.400297673,-1.494888236,00 29 36.071,-01 29 41.598,2.384487804,0.001046181,0,23.03521,22.779242,22.361996,20.56002,20.461946,0.6108242,0.77322084,1.1355387,5.970245,6.5346384,3750.5508,2380.614,424.809,2.9218614,0.5863415,PSF,QSO,20211007,3.579485881,13.49572038,13.49585449,10.85211721,29.17543014,29.17514021,New Discovery,,QP
J0031+0023,J003101.153+002331.505,39627796938490132,J003101+002332,7.753350758,0.39212348,00 31 00.804,+00 23 31.645,2.542666257,0.001084168,0,22.188469,21.8828,21.371445,20.032742,20.705389,1.3323319,1.7655523,2.8276262,9.702935,5.2220917,2462.9475,2438.353,342.19336,2.5840929,0.56614166,PSF,QSO,20211005,39627796938490236,J003102+002331,7.756256108,0.392046034,00 31 01.501,+00 23 31.366,2.538356918,0.000130292,0,20.141401,20.120586,19.733181,19.649155,19.54979,8.77889,8.948811,12.7858,13.814597,15.138542,1293.36,1442.0779,287.31604,2.629616,0.5725366,PSF,QSO,20211006,10.46272784,13.67766864,13.67250086,364.8928425,84.14446158,84.17626558,New Discovery,,QP
J0032+1232,J003203.924+123216.908,39628084776797739,J003204+123217,8.016351214,12.53815269,00 32 03.924,+12 32 17.350,0.37758852,2.5e-05,0,19.170416,18.97151,18.340818,17.155487,16.933432,21.470087,25.786694,46.09701,137.3426,168.51062,394.37936,128.61722,52.527443,1.5097104,0.38201037,PSF,QSO,20211101,39628084776797738,J003204+123216,8.01634816,12.53790751,00 32 03.924,+12 32 16.467,0.377914055,3.95e-05,0,21.817415,22.092724,21.74872,,,1.875141,1.4551597,1.9976155,-3.485095,-3.297152,522.65735,165.50284,42.25202,1.527785,0.38196963,EXP,QSO,20211129,0.882724814,21.21558437,21.20412912,70.83510579,4.576811462,4.579284024,New Discovery,,UT
J0032+3021,J003212.227+302114.119,39628483462172611,J003212+302115,8.050928785,30.35407573,00 32 12.223,+30 21 14.673,0.393073701,2.42e-05,0,20.242403,19.917957,19.336252,18.226788,18.009798,7.9990573,10.784927,18.428875,51.201805,62.528896,703.3745,229.59833,49.16188,2.4695086,0.6338308,PSF,QSO,20211107,39628483462172613,J003212+302114,8.050966307,30.35376816,00 32 12.232,+30 21 13.565,0.393343813,4.51e-05,0,22.63561,22.998121,22.658403,,,0.88258266,0.6320505,0.86424834,-2.4863563,-4.7505355,692.21747,207.37508,36.242577,2.530078,0.6382996,EXP,QSO,20211208,1.113385331,20.69289456,20.68416412,58.12310267,5.918572011,5.92107014,New Discovery,,UT
J0032+3032,J003213.915+303229.271,39628488688275150,J003214+303229,8.057185389,30.54125559,00 32 13.724,+30 32 28.520,1.780680595,0.001496778,0,21.9381,21.897701,21.724047,20.985083,20.468128,1.6778746,1.7414844,2.043531,4.036147,6.4975333,1670.7732,472.81805,53.756973,3.467716,0.7592628,PSF,QSO,20211107,39628488688275174,J003214+303230,8.058770781,30.54167284,00 32 14.105,+30 32 30.022,1.765622816,0.000749863,0,21.496756,21.376368,21.068056,20.271254,19.980276,2.5194032,2.8148367,3.7391934,7.7893047,10.183332,1537.3108,445.13806,53.183304,3.447566,0.7632586,PSF,QSO,20211112,5.139960126,13.01824059,13.0127385,1627.825973,43.43103127,43.44939493,New Discovery,,QP
J0032+1000,J003216.361+100051.348,39628025452564168,J003216+100052,8.068051576,10.01431374,00 32 16.332,+10 00 51.529,1.116078769,0.000220536,0,20.31828,20.117647,19.904669,19.164988,18.437199,7.459134,8.973077,10.917734,21.5777,42.181374,769.2347,409.61536,86.928116,2.5296235,0.5568522,PSF,QSO,20211030,39628025452564175,J003216+100051,8.068291163,10.01421309,00 32 16.390,+10 00 51.167,1.116450197,0.000361682,0,23.54551,25.70611,24.5864,21.172842,,0.381765,0.05218624,0.14636607,3.3951852,-5.900746,1265.5397,598.473,93.55341,2.5389118,0.5608936,PSF,QSO,20211129,0.923422501,13.42265209,13.42183717,52.61691226,7.567541384,7.568000859,New Discovery,,UT
J0032+3004,J003222.460+300440.334,39628478223483292,J003222+300441,8.093582928,30.07801679,00 32 22.460,+30 04 40.860,1.540319861,0.000493848,0,20.704815,20.457848,20.367838,19.434855,18.63359,5.2248545,6.5593576,7.1263075,16.828997,35.201733,1251.987,382.30972,51.530098,3.0092583,0.70758635,PSF,QSO,20211107,39628478223483291,J003222+300440,8.093581235,30.07772451,00 32 22.459,+30 04 39.808,1.540998931,0.000629401,0,23.306814,26.390429,24.860582,20.066761,21.533182,0.4756357,0.02778615,0.11370171,9.403635,2.43628,1566.6832,483.90607,53.306713,3.0503595,0.710441,PSF,QSO,20211208,1.052198829,12.9888336,12.98871485,80.12883499,8.910874896,8.910956364,New Discovery,,UT
J0033+3029,J003314.028+302958.417,39628488692468656,J003314+302959,8.308482927,30.49970665,00 33 14.036,+30 29 58.944,1.088522757,0.000363027,0,20.982569,20.686697,20.436922,19.042698,18.870708,4.045505,5.3127756,6.686995,24.150187,28.295467,959.2031,271.784,26.601133,2.9095397,0.6956479,PSF,QSO,20211107,39628488692468654,J003314+302958,8.308415228,30.49941383,00 33 14.020,+30 29 57.890,1.088483605,0.000480977,0,23.628136,24.446764,23.566885,20.364946,19.784594,0.3537902,0.16645402,0.37432227,7.145321,12.19447,1179.2515,330.74213,27.217312,2.933551,0.69988126,PSF,QSO,20211208,1.07486984,13.48612853,13.48622306,5.620046923,8.767207154,8.767145698,New Discovery,,UT
J0033+2211,J003320.036+221117.615,39628309788628216,J003320+221118,8.333489784,22.18837996,00 33 20.038,+22 11 18.168,1.594184753,0.000641072,0,21.073156,20.93621,20.701698,19.383299,18.990288,3.7216651,4.221976,5.2398696,17.647377,25.344557,1939.5657,582.781,184.3445,3.1029425,0.6714767,PSF,QSO,20211104,39628309788628215,J003320+221117,8.333477326,22.18807295,00 33 20.035,+22 11 17.063,1.606433105,0.001456613,0,23.711704,25.811089,24.435307,,,0.32758054,0.047376715,0.16821976,-0.36228475,-2.1437309,2387.1694,683.9717,192.78268,3.1453655,0.6791071,PSF,QSO,20211205,1.106029119,12.98339164,12.98323173,1412.125911,9.370679598,9.370795008,New Discovery,,UT
J0033+0250,J003334.450+025015.426,39627851305063724,J003334+025016,8.393527236,2.837693575,00 33 34.447,+02 50 15.697,1.242230979,0.000221757,0,20.099865,19.767529,19.90659,18.777483,18.395092,9.121236,12.387641,10.898442,30.832354,43.84932,1095.7129,907.94495,165.43275,2.4569283,0.5543279,PSF,QSO,20211001,39627851305063725,J003334+025015,8.393560182,2.83754324,00 33 34.454,+02 50 15.156,1.242760202,0.000326965,0,22.66996,23.080254,22.092384,,,0.85509866,0.58600146,1.4556144,-5.9705124,-1.0002723,504.09998,363.24368,44.042316,2.1079447,0.48323035,EXP,QSO,20211006,0.554019149,13.20034338,13.19961737,70.75032574,4.616706147,4.616960075,New Discovery,,UT
J0034+3059,J003442.520+305933.848,39628499115314803,J003443+305934,8.677141066,30.99288971,00 34 42.514,+30 59 34.403,1.636317654,0.000313648,0,20.538996,20.31913,20.118324,19.417356,19.263456,6.0869794,7.4532905,8.9674835,17.102411,19.70685,784.1342,222.64767,41.734432,3.300092,0.74527967,PSF,QSO,20211112,39628499115314806,J003443+305933,8.677190635,30.99258156,00 34 42.526,+30 59 33.294,1.639843274,0.001184303,0,23.03189,27.410639,24.677235,,21.25401,0.6126945,0.010857865,0.13461895,-3.2168505,3.1506197,1040.2517,303.5439,43.980865,3.3305395,0.7478857,PSF,QSO,20211208,1.119835451,12.98441671,12.98469967,400.6528739,9.486902833,9.486696098,New Discovery,,UT
J0035+3205,J003548.009+320506.827,39628519789037488,J003548+320507,8.950038253,32.08540315,00 35 48.009,+32 05 07.451,0.56501057,5.34e-05,0,19.549202,19.544888,19.262785,17.61234,17.212294,15.146732,15.2070465,19.719044,90.17032,130.34149,667.29474,357.149,58.483242,1.9426196,0.5177254,PSF,QSO,20211112,39628519789037486,J003548+320506,8.950033202,32.08505655,00 35 48.008,+32 05 06.204,0.565756819,0.000404043,0,22.0501,22.975895,22.389393,21.457607,,1.5134207,0.6451218,1.1072433,2.611903,-12.630213,810.12006,420.06662,56.707462,2.0221624,0.5322985,EXP,QSO,20211208,1.24784645,16.9303829,16.91950404,142.9169243,8.107501792,8.112714731,New Discovery,,UT
J0036+0959,J003658.385+095911.053,39628025473533928,J003658+095911,9.24329307,9.98652737,00 36 58.390,+09 59 11.499,0.437747686,3.46e-05,0,19.413528,19.123423,18.47909,16.593378,16.244709,17.16281,22.419771,40.584873,230.48837,317.7725,594.76306,260.56662,60.019024,0.99822205,0.25613657,PSF,QSO,20211030,39628025473533927,J003658+095911,9.243247923,9.986279875,00 36 58.380,+09 59 10.608,0.437800127,8.7e-05,0,21.921429,21.783865,21.097006,18.881618,18.307613,1.7038388,1.9339876,3.6408083,28.012531,47.528584,563.2051,220.47458,32.968422,0.9556408,0.2420933,DEV,QSO,20211129,0.905245922,19.40459281,19.4032459,10.93442184,5.131622836,5.131979057,New Discovery,,UT
J0037+0909,J003721.603+090939.606,39628007589025208,J003722+090941,9.34048535,9.161313984,00 37 21.716,+09 09 40.730,1.598910887,0.000590896,0,21.905663,21.280735,20.58682,19.334826,18.65946,1.7287613,3.0740125,5.8246803,18.453108,34.37286,1122.1113,346.37396,69.51052,2.618118,0.52095217,PSF,QSO,20211030,39628007589025192,J003721+090938,9.339539756,9.160689333,00 37 21.490,+09 09 38.482,1.600890566,0.001438911,0,22.60692,22.095757,21.592268,20.796568,20.430256,0.9062161,1.4511005,2.3072393,4.8014507,6.7281823,1330.0386,418.74902,67.56184,2.821896,0.5495671,PSF,QSO,20211106,4.043668542,12.9832844,12.98325655,228.2752458,34.25970857,34.25978208,New Discovery,,QP
J0038-0612,J003808.314-061214.264,39627634107227730,J003808-061212,9.534919435,-6.20344617,00 38 08.381,-06 12 12.406,3.077198047,0.000246095,0,20.610765,20.231298,20.16092,19.836027,19.383522,5.697624,8.081287,8.622484,11.630259,17.643759,1440.8575,953.90814,252.04549,2.8847528,0.5892476,PSF,QSO,20211024,39627634107227708,J003808-061216,9.53436783,-6.204478234,00 38 08.248,-06 12 16.122,3.064322235,0.000518051,0,21.766169,21.47619,21.4543,20.609348,20.376295,1.9657694,2.5675786,2.6198707,5.7050614,7.0710144,2102.7378,1354.3768,234.16068,2.9575896,0.60536516,PSF,QSO,20211105,4.207335874,14.38967727,14.37117497,948.243365,32.16242713,32.20383494,New Discovery,,QP
J0038+1032,J003809.428+103200.195,39628037381163465,J003809+103201,9.539342995,10.53348997,00 38 09.442,+10 32 00.564,1.614201071,0.00052752,0,21.021965,20.668528,20.413181,21.230959,19.550447,3.9013443,5.4024305,6.8348236,3.2182255,15.129384,1490.883,532.55066,72.156624,2.7068315,0.55131596,PSF,QSO,20211030,39628037381163464,J003809+103160,9.539221211,10.53328494,00 38 09.413,+10 31 59.826,1.613058497,0.000862182,0,23.660837,25.834677,25.333294,20.149086,21.23758,0.34329298,0.046358477,0.0735669,8.716969,3.1986606,2065.1006,734.62366,73.61539,2.7061145,0.54980594,PSF,QSO,20211129,0.854746972,12.98332756,12.98330397,131.0571378,7.241761916,7.241775069,New Discovery,,UT
J0038+3151,J003856.177+315106.061,39628514651014124,J003856+315107,9.734094737,31.85184312,00 38 56.183,+31 51 06.635,0.325171068,1.05e-05,0,20.654182,20.261372,19.497873,17.593977,17.279232,5.4742765,7.860523,15.879995,91.70835,122.54825,1443.8203,424.16,84.2624,2.0102332,0.50970846,PSF,QSO,20211112,39628514651014121,J003856+315105,9.734047174,31.8515243,00 38 56.171,+31 51 05.487,0.325208047,4.94e-05,0,22.942421,23.08681,22.33743,,21.679333,0.6653221,0.5824738,1.1615245,-2.2376194,2.1294458,1198.7668,325.68448,60.206215,2.045861,0.5099115,EXP,QSO,20211208,1.156938477,23.37630435,23.37452262,8.365602349,5.444112589,5.444527567,New Discovery,,UT
J0039+0534,J003912.915+053407.665,39627917658947906,J003913+053406,9.804350474,5.568365184,00 39 13.044,+05 34 06.115,2.073176529,0.000208511,0,19.117947,19.066486,18.773499,18.703842,18.263609,22.533115,23.62685,30.945745,32.996155,49.494446,262.81665,87.78271,34.056393,2.3138819,0.51632845,PSF,QSO,20211105,39627917658947877,J003913+053409,9.803272285,5.569226278,00 39 12.785,+05 34 09.215,2.083446486,0.000436372,0,20.886248,20.810978,20.41275,20.17837,19.648201,4.420804,4.7381487,6.8375387,8.485013,13.826745,599.7328,176.2962,41.91931,2.6326468,0.559591,PSF,QSO,20211128,4.95314392,13.19660676,13.20495147,1000.176774,41.28681271,41.26072199,New Discovery,,QP
J0042+3055,J004259.258+305511.626,39628499144676214,J004259+305513,10.74602716,30.920325,00 42 59.047,+30 55 13.170,1.65199485,0.000884623,0,22.176096,22.167814,21.82239,20.403606,20.029139,1.3476017,1.35792,1.8665711,6.895366,9.735194,1137.6272,489.69073,95.607544,3.2936518,0.7223786,PSF,QSO,20211112,39628499144676244,J004259+305510,10.7477909,30.91946747,00 42 59.470,+30 55 10.083,1.648234565,0.000268651,0,20.584972,20.271397,20.005905,19.66523,19.16736,5.8345976,7.788275,9.945761,13.611567,21.530598,851.8345,351.64465,89.83086,3.1737595,0.696357,PSF,QSO,20211208,6.261105279,12.98589992,12.98549151,425.3797031,53.03610727,53.03777531,New Discovery,,QP
J0043+0635,J004314.731+063534.990,39627941725863983,J004315+063531,10.81199155,6.591985946,00 43 14.878,+06 35 31.149,2.187640423,0.000529384,0,20.50651,20.255116,19.915405,19.624985,19.167315,6.271852,7.905948,10.810307,14.125586,21.53148,472.9631,161.03116,56.376038,2.4954374,0.5234491,PSF,QSO,20211010,39627941725863961,J004315+063539,10.8107641,6.594119728,00 43 14.583,+06 35 38.831,2.193711852,0.000440846,0,21.715763,21.636612,21.256754,21.236511,20.561014,2.059183,2.2149062,3.1426651,3.2018092,5.9647765,722.3793,232.7055,62.104626,2.726957,0.5712836,PSF,QSO,20211105,8.84735238,13.29605909,13.30170908,570.4648281,73.1952796,73.16418941,New Discovery,,LQC
J0043+0834,J004325.045+083427.882,39627989687735188,J004325+083428,10.85445289,8.574514087,00 43 25.069,+08 34 28.251,0.406499359,9.5e-06,0,19.728851,19.597443,18.880947,17.832914,17.543718,12.83689,14.488492,28.029884,73.59267,96.05347,429.62457,185.26047,45.91702,1.8832884,0.4475817,PSF,QSO,20211013,39627989687735181,J004325+083428,10.85425427,8.574309346,00 43 25.021,+08 34 27.514,0.406290809,4.01e-05,0,22.542423,23.12007,22.247702,,,0.9616809,0.5649013,1.2615929,-2.361302,-2.5203795,521.74445,198.44504,37.82843,1.8821543,0.44394988,DEV,QSO,20211127,1.021373,20.27387725,20.2801607,44.45534064,5.541664714,5.539947728,New Discovery,,UT
J0045+1115,J004517.761+111545.823,39628055236315488,J004518+111546,11.32405657,11.26286445,00 45 17.774,+11 15 46.312,1.28677382,0.000144341,0,19.483181,19.111588,18.950333,17.668985,16.804096,16.09635,22.665491,26.294603,85.5866,189.82849,398.18683,195.9835,54.55047,1.5603323,0.3346612,PSF,QSO,20211030,39628055236315483,J004518+111545,11.32395463,11.26259278,00 45 17.749,+11 15 45.334,1.286801698,0.000177957,0,22.700954,23.409323,22.9196,20.276022,21.076658,0.83103234,0.4327834,0.6794547,7.7551694,3.7096806,705.397,255.90073,57.70974,1.4506305,0.3241584,DEV,QSO,20211108,1.042142672,13.14447173,13.14443997,3.654786277,8.72120967,8.721230746,New Discovery,,UT
J0045+1901,J004535.709+190148.577,39628236182782711,J004536+190149,11.39877956,19.0303037,00 45 35.707,+19 01 49.093,0.53676469,2.29e-05,0,19.189594,19.289494,18.78567,17.509613,17.436216,21.094147,19.239891,30.600777,99.1185,106.050766,301.10767,289.39398,90.88524,1.6904519,0.43886486,PSF,QSO,20211103,39628236182782712,J004536+190148,11.39879678,19.03001667,00 45 35.711,+19 01 48.060,0.536281525,2.05e-05,0,21.775383,22.405535,21.46499,20.216457,19.045029,1.9491584,1.0909036,2.594201,8.192513,24.098429,391.71466,354.64423,67.38029,1.7151163,0.4384244,EXP,QSO,20211204,1.034945037,17.36753824,17.37546997,94.27072452,6.554985092,6.551992805,New Discovery,,UT
J0047+1543,J004731.637+154337.509,39628161104744174,J004732+154338,11.88184606,15.72721119,00 47 31.643,+15 43 37.960,1.102781523,0.000213216,0,20.018997,19.710808,20.017216,18.614536,18.467875,9.826555,13.051993,9.84268,35.82494,41.006252,433.3956,181.38554,68.16221,2.3846111,0.53942156,PSF,QSO,20211101,39628161104744172,J004732+154337,11.88179519,15.72696063,00 47 31.631,+15 43 37.058,1.103465158,0.000399083,0,22.456808,22.919386,22.082144,20.939106,19.330536,1.0405836,0.67958754,1.4694076,4.210733,18.52618,393.62747,153.7025,40.44087,2.3151078,0.52633417,EXP,QSO,20211202,0.919095179,13.45253016,13.45096031,97.4496684,7.515349794,7.516226904,New Discovery,,QPC
J0048+0639,J004801.513+063930.782,39627947748888179,J004802+063930,12.0069134,6.658221245,00 48 01.659,+06 39 29.596,2.349631295,0.000248313,0,21.702475,21.761757,21.340357,20.230328,20.221573,2.0845413,1.9737735,2.9097612,8.088521,8.154005,1533.4382,597.68445,99.970795,2.6935465,0.5792632,PSF,QSO,20211109,39627947748888151,J004801+063932,12.00569573,6.658879895,00 48 01.367,+06 39 31.968,2.350909177,0.000646102,0,20.83997,20.671074,20.601469,20.324467,19.42024,4.6133056,5.389773,5.746617,7.4167395,17.057053,1222.0468,479.55353,97.358925,2.6796827,0.56897116,PSF,QSO,20211126,4.957812769,13.45815222,13.45951807,114.3488206,40.52260637,40.51849422,New Discovery,,LQC
J0048+1525,J004832.121+152527.770,39628155278855968,J004832+152525,12.13376561,15.42365972,00 48 32.104,+15 25 25.175,1.358560133,0.000197508,0,18.322197,18.131298,18.346817,17.636099,16.894753,46.894394,55.90884,45.84298,88.21864,174.62213,276.20987,142.21678,81.15135,1.6782047,0.3668605,PSF,QSO,20211101,39628155278855971,J004832+152530,12.13390698,15.42510131,00 48 32.138,+15 25 30.365,1.36476042,0.000578328,0,22.148748,21.797525,21.76469,19.871138,19.522161,1.3819768,1.9098077,1.9684476,11.260165,15.528704,1937.6589,596.25287,123.6789,2.3218794,0.4870886,PSF,QSO,20211202,5.21286241,13.07480178,13.06985693,787.0731794,43.85648632,43.873079,New Discovery,,QP
